participant,blockID,trialID,condition,screenID,leftColor,rightColor,leftImage,rightImage,correctObject,response,acc,rt
1,1,P21,C,processing,#6931a5,#FFFFFF,image301,image26,NA,left,TRUE,1518.6000003814697
1,1,P21,C,processing,#FFFFFF,#7d9b50,image26,image173,NA,right,TRUE,1375.9000000953674
1,1,P22,C,processing,#FFFFFF,#3d8563,image26,image119,NA,left,TRUE,1689.2999997138977
1,1,P22,C,processing,#849b41,#FFFFFF,image356,image26,NA,right,TRUE,1704.5999999046326
1,1,P22,C,processing,#8c4556,#FFFFFF,image397,image26,NA,right,TRUE,1022.6999998092651
1,1,P22,C,processing,#6131c9,#FFFFFF,image94,image26,NA,right,TRUE,1143.3000001907349
1,1,P23,C,processing,#FFFFFF,#41989b,image26,image107,NA,right,TRUE,1760
1,1,P23,C,processing,#6d8b46,#FFFFFF,image197,image26,NA,left,TRUE,1630
1,1,P23,C,processing,#FFFFFF,#6d40b0,image26,image266,NA,left,TRUE,1096.2999997138977
1,1,P23,C,processing,#FFFFFF,#9d1021,image26,image421,NA,left,TRUE,1036.5
1,1,P24,C,processing,#272f72,#FFFFFF,image38,image26,NA,right,TRUE,1409
1,1,P24,C,processing,#77275a,#FFFFFF,image20,image26,NA,right,TRUE,1139.4000000953674
1,1,P24,C,processing,#b48218,#FFFFFF,image194,image26,NA,left,TRUE,1559
1,1,P24,C,processing,#FFFFFF,#208d34,image26,image357,NA,left,TRUE,1312.8000001907349
1,1,P25,C,processing,#FFFFFF,#3e984f,image26,image111,NA,left,TRUE,1408.7000002861023
1,1,P25,C,processing,#FFFFFF,#0a5ca3,image26,image53,NA,left,TRUE,1121
1,1,P25,C,processing,#FFFFFF,#958141,image26,image258,NA,left,TRUE,1057.5
1,1,P25,C,processing,#FFFFFF,#900987,image26,image296,NA,left,TRUE,1051.4000000953674
1,1,1,C,memory-resp,#6b763d,#FFFFFF,image53,image26,NA,right,TRUE,1701.3000001907349
1,1,1,C,memory-resp,#FFFFFF,#a25368,image26,image57,NA,left,TRUE,1123.2000002861023
1,1,1,C,memory-resp,#0e9062,#FFFFFF,image419,image26,NA,left,TRUE,1337.9000000953674
1,1,1,C,memory-resp,#FFFFFF,#3e2277,image26,image115,NA,left,TRUE,1608.2999997138977
1,1,1,C,retrieval,NA,NA,NA,NA,image53,image57,FALSE,5211.699999809265
1,1,1,C,retrieval,NA,NA,NA,NA,image419,image419,TRUE,2531.5
1,1,1,C,retrieval,NA,NA,NA,NA,image115,image115,TRUE,1253.2000002861023
1,1,1,C,retrieval,NA,NA,NA,NA,image57,image377,FALSE,3097.5
1,1,2,C,memory-resp,#992426,#FFFFFF,image284,image26,NA,left,TRUE,1326
1,1,2,C,memory-resp,#53bb1b,#FFFFFF,image350,image26,NA,right,TRUE,1588.7000002861023
1,1,2,C,memory-resp,#287386,#FFFFFF,image23,image26,NA,right,TRUE,1516.5999999046326
1,1,2,C,memory-resp,#FFFFFF,#6b17ba,image26,image49,NA,left,TRUE,1646.8000001907349
1,1,2,C,retrieval,NA,NA,NA,NA,image284,image284,TRUE,2185.9000000953674
1,1,2,C,retrieval,NA,NA,NA,NA,image350,image350,TRUE,2954.699999809265
1,1,2,C,retrieval,NA,NA,NA,NA,image49,image23,FALSE,2202.7000002861023
1,1,2,C,retrieval,NA,NA,NA,NA,image23,image49,FALSE,1300.7000002861023
1,1,3,C,memory-resp,#561fd6,#FFFFFF,image50,image26,NA,right,TRUE,1240.5
1,1,3,C,memory-resp,#3d9477,#FFFFFF,image399,image26,NA,right,TRUE,1030.9000000953674
1,1,3,C,memory-resp,#FFFFFF,#7fa013,image26,image174,NA,right,TRUE,2421
1,1,3,C,memory-resp,#af3c5c,#FFFFFF,image416,image26,NA,left,TRUE,1045.3000001907349
1,1,3,C,retrieval,NA,NA,NA,NA,image174,image174,TRUE,1779.5
1,1,3,C,retrieval,NA,NA,NA,NA,image399,image399,TRUE,1445.8999996185303
1,1,3,C,retrieval,NA,NA,NA,NA,image50,image416,FALSE,1523.3999996185303
1,1,3,C,retrieval,NA,NA,NA,NA,image416,image49,FALSE,2212.6000003814697
1,1,4,C,memory-resp,#128773,#FFFFFF,image49,image26,NA,right,TRUE,1194.5999999046326
1,1,4,C,memory-resp,#553d76,#FFFFFF,image7,image26,NA,right,TRUE,1153.1999998092651
1,1,4,C,memory-resp,#a34d61,#FFFFFF,image280,image26,NA,left,TRUE,1536.1999998092651
1,1,4,C,memory-resp,#FFFFFF,#639e1f,image26,image317,NA,left,TRUE,1382.2999997138977
1,1,4,C,retrieval,NA,NA,NA,NA,image49,image49,TRUE,1827.2000002861023
1,1,4,C,retrieval,NA,NA,NA,NA,image7,image57,FALSE,3089.9000000953674
1,1,4,C,retrieval,NA,NA,NA,NA,image280,image280,TRUE,827.6999998092651
1,1,4,C,retrieval,NA,NA,NA,NA,image317,image7,FALSE,1570.2999997138977
1,1,5,C,memory-resp,#FFFFFF,#3796a9,image26,image198,NA,left,TRUE,1641.8000001907349
1,1,5,C,memory-resp,#FFFFFF,#308128,image26,image419,NA,right,TRUE,1929
1,1,5,C,memory-resp,#FFFFFF,#963717,image26,image295,NA,left,TRUE,1998.7999997138977
1,1,5,C,memory-resp,#87498d,#FFFFFF,image369,image26,NA,left,TRUE,1231
1,1,5,C,retrieval,NA,NA,NA,NA,image369,image369,TRUE,2752.9000000953674
1,1,5,C,retrieval,NA,NA,NA,NA,image198,image259,FALSE,4134.5
1,1,5,C,retrieval,NA,NA,NA,NA,image295,image295,TRUE,1377.2999997138977
1,1,5,C,retrieval,NA,NA,NA,NA,image419,image419,TRUE,3243.1000003814697
1,1,6,C,memory-resp,#FFFFFF,#ac8d2f,image26,image195,NA,right,TRUE,1509.1999998092651
1,1,6,C,memory-resp,#FFFFFF,#14a93e,image26,image320,NA,right,TRUE,1422.2000002861023
1,1,6,C,memory-resp,#FFFFFF,#c52b82,image26,image228,NA,right,TRUE,1514.0999999046326
1,1,6,C,memory-resp,#1c27a0,#FFFFFF,image279,image26,NA,left,TRUE,1144.6999998092651
1,1,6,C,retrieval,NA,NA,NA,NA,image320,image320,TRUE,2665.2000002861023
1,1,6,C,retrieval,NA,NA,NA,NA,image228,image228,TRUE,5094.900000095367
1,1,6,C,retrieval,NA,NA,NA,NA,image279,image279,TRUE,8106.599999904633
1,1,6,C,retrieval,NA,NA,NA,NA,image195,image195,TRUE,645.9000000953674
1,1,7,C,memory-resp,#FFFFFF,#9a9a37,image26,image344,NA,left,TRUE,2055.0999999046326
1,1,7,C,memory-resp,#FFFFFF,#9b274a,image26,image133,NA,right,TRUE,1894.6999998092651
1,1,7,C,memory-resp,#FFFFFF,#37c37d,image26,image254,NA,right,TRUE,1149.6000003814697
1,1,7,C,memory-resp,#FFFFFF,#1a17ba,image26,image286,NA,right,TRUE,1085.5
1,1,7,C,retrieval,NA,NA,NA,NA,image133,image133,TRUE,3230
1,1,7,C,retrieval,NA,NA,NA,NA,image254,image286,FALSE,1715
1,1,7,C,retrieval,NA,NA,NA,NA,image344,image344,TRUE,4100.39999961853
1,1,7,C,retrieval,NA,NA,NA,NA,image286,image254,FALSE,1290.6999998092651
1,1,8,C,memory-resp,#FFFFFF,#9531a0,image26,image207,NA,NULL,FALSE,NA
1,1,8,C,memory-resp,#d74b0f,#FFFFFF,image223,image26,NA,left,TRUE,1144.1000003814697
1,1,8,C,memory-resp,#428221,#FFFFFF,image189,image26,NA,left,TRUE,1201.5999999046326
1,1,8,C,memory-resp,#FFFFFF,#288bcc,image26,image104,NA,left,TRUE,1269.4000000953674
1,1,8,C,retrieval,NA,NA,NA,NA,image189,image189,TRUE,1774.7000002861023
1,1,8,C,retrieval,NA,NA,NA,NA,image207,image207,TRUE,1867.0999999046326
1,1,8,C,retrieval,NA,NA,NA,NA,image104,image55,FALSE,3675.300000190735
1,1,8,C,retrieval,NA,NA,NA,NA,image223,image223,TRUE,925.4000000953674
1,1,9,C,memory-resp,#FFFFFF,#1154e4,image26,image295,NA,left,TRUE,1605.0999999046326
1,1,9,C,memory-resp,#FFFFFF,#af873c,image26,image77,NA,left,FALSE,1701
1,1,9,C,memory-resp,#753e6e,#FFFFFF,image315,image26,NA,right,TRUE,1465
1,1,9,C,memory-resp,#306940,#FFFFFF,image340,image26,NA,right,TRUE,1181.0999999046326
1,1,9,C,retrieval,NA,NA,NA,NA,image77,image315,FALSE,5455.199999809265
1,1,9,C,retrieval,NA,NA,NA,NA,image295,image295,TRUE,1919.0999999046326
1,1,9,C,retrieval,NA,NA,NA,NA,image315,image77,FALSE,2216.8999996185303
1,1,9,C,retrieval,NA,NA,NA,NA,image340,image340,TRUE,827.3999996185303
1,1,10,C,memory-resp,#512f6f,#FFFFFF,image124,image26,NA,left,TRUE,1918.8000001907349
1,1,10,C,memory-resp,#FFFFFF,#4a7c8c,image26,image223,NA,right,TRUE,1600.5
1,1,10,C,memory-resp,#722b27,#FFFFFF,image287,image26,NA,right,TRUE,1764.4000000953674
1,1,10,C,memory-resp,#7ae218,#FFFFFF,image296,image26,NA,right,TRUE,1397.5
1,1,10,C,retrieval,NA,NA,NA,NA,image124,image124,TRUE,1938.5
1,1,10,C,retrieval,NA,NA,NA,NA,image296,image287,FALSE,2005.7000002861023
1,1,10,C,retrieval,NA,NA,NA,NA,image223,image273,FALSE,4476
1,1,10,C,retrieval,NA,NA,NA,NA,image287,image223,FALSE,852.8000001907349
1,1,11,C,memory-resp,#FFFFFF,#af3c9c,image26,image407,NA,left,TRUE,1590.6999998092651
1,1,11,C,memory-resp,#FFFFFF,#908347,image26,image308,NA,left,TRUE,1308.7999997138977
1,1,11,C,memory-resp,#2c6d3f,#FFFFFF,image186,image26,NA,left,TRUE,1121
1,1,11,C,memory-resp,#FFFFFF,#1035ad,image26,image145,NA,left,TRUE,1378.3000001907349
1,1,11,C,retrieval,NA,NA,NA,NA,image407,image407,TRUE,2479.300000190735
1,1,11,C,retrieval,NA,NA,NA,NA,image186,image308,FALSE,1458.9000000953674
1,1,11,C,retrieval,NA,NA,NA,NA,image145,image186,FALSE,2540.5999999046326
1,1,11,C,retrieval,NA,NA,NA,NA,image308,image145,FALSE,720.2999997138977
1,1,12,C,memory-resp,#a63071,#FFFFFF,image394,image26,NA,right,TRUE,1423.0999999046326
1,1,12,C,memory-resp,#484e9d,#FFFFFF,image248,image26,NA,left,TRUE,1952.9000000953674
1,1,12,C,memory-resp,#9acd0e,#FFFFFF,image413,image26,NA,left,TRUE,1390.5
1,1,12,C,memory-resp,#FFFFFF,#45967f,image26,image262,NA,left,TRUE,1424.4000000953674
1,1,12,C,retrieval,NA,NA,NA,NA,image248,image248,TRUE,2537.699999809265
1,1,12,C,retrieval,NA,NA,NA,NA,image413,image413,TRUE,4242.699999809265
1,1,12,C,retrieval,NA,NA,NA,NA,image262,image307,FALSE,4609.599999904633
1,1,12,C,retrieval,NA,NA,NA,NA,image394,image394,TRUE,658.1999998092651
1,1,13,C,memory-resp,#FFFFFF,#47951d,image26,image70,NA,left,TRUE,1300.0999999046326
1,1,13,C,memory-resp,#923826,#FFFFFF,image88,image26,NA,right,TRUE,1442.0999999046326
1,1,13,C,memory-resp,#26797d,#FFFFFF,image339,image26,NA,right,TRUE,1633.5999999046326
1,1,13,C,memory-resp,#FFFFFF,#7739b1,image26,image314,NA,left,TRUE,1496.2000002861023
1,1,13,C,retrieval,NA,NA,NA,NA,image339,image314,FALSE,5196.300000190735
1,1,13,C,retrieval,NA,NA,NA,NA,image70,image314,FALSE,2103
1,1,13,C,retrieval,NA,NA,NA,NA,image314,image339,FALSE,2169.7999997138977
1,1,13,C,retrieval,NA,NA,NA,NA,image88,image88,TRUE,705.6999998092651
1,1,14,C,memory-resp,#b420bc,#FFFFFF,image413,image26,NA,left,TRUE,1166.0999999046326
1,1,14,C,memory-resp,#FFFFFF,#2657a6,image26,image207,NA,left,TRUE,1456.0999999046326
1,1,14,C,memory-resp,#FFFFFF,#a84c0b,image26,image385,NA,right,TRUE,1707.8999996185303
1,1,14,C,memory-resp,#2cc427,#FFFFFF,image296,image26,NA,right,TRUE,1360.9000000953674
1,1,14,C,retrieval,NA,NA,NA,NA,image296,image385,FALSE,1634.7000002861023
1,1,14,C,retrieval,NA,NA,NA,NA,image413,image207,FALSE,6186.400000095367
1,1,14,C,retrieval,NA,NA,NA,NA,image207,image22,FALSE,2785.5999999046326
1,1,14,C,retrieval,NA,NA,NA,NA,image385,image413,FALSE,879.1000003814697
1,1,15,C,memory-resp,#0a8f1e,#FFFFFF,image336,image26,NA,right,TRUE,1823.2999997138977
1,1,15,C,memory-resp,#FFFFFF,#5285a3,image26,image73,NA,left,TRUE,1259.8000001907349
1,1,15,C,memory-resp,#FFFFFF,#905e47,image26,image233,NA,left,TRUE,1388.0999999046326
1,1,15,C,memory-resp,#7c2e85,#FFFFFF,image205,image26,NA,right,FALSE,1056.2999997138977
1,1,15,C,retrieval,NA,NA,NA,NA,image336,image336,TRUE,1293.5999999046326
1,1,15,C,retrieval,NA,NA,NA,NA,image233,image233,TRUE,2469.699999809265
1,1,15,C,retrieval,NA,NA,NA,NA,image205,image205,TRUE,1532.0999999046326
1,1,15,C,retrieval,NA,NA,NA,NA,image73,image73,TRUE,4048.7000002861023
1,2,P1,B,processing,#99641e,#FFFFFF,image420,image26,NA,right,FALSE,993.7999997138977
1,2,P1,B,processing,#1d64b4,#FFFFFF,image419,image26,NA,right,FALSE,826.1000003814697
1,2,P1,B,processing,#FFFFFF,#9b368a,image26,image399,NA,left,TRUE,1326.5
1,2,P1,B,processing,#379a46,#FFFFFF,image370,image26,NA,right,FALSE,1596.7999997138977
1,2,P2,B,processing,#FFFFFF,#4b849b,image26,image222,NA,left,FALSE,944.1999998092651
1,2,P2,B,processing,#93552f,#FFFFFF,image215,image26,NA,right,FALSE,803.0999999046326
1,2,P2,B,processing,#5aa749,#FFFFFF,image12,image26,NA,right,TRUE,1072.5
1,2,P2,B,processing,#FFFFFF,#810cbb,image26,image60,NA,left,FALSE,745.5
1,2,P3,B,processing,#FFFFFF,#342a79,image26,image102,NA,left,FALSE,743.1999998092651
1,2,P3,B,processing,#FFFFFF,#a83458,image26,image393,NA,left,FALSE,777.6999998092651
1,2,P3,B,processing,#7eb83d,#FFFFFF,image248,image26,NA,right,FALSE,792.4000000953674
1,2,P3,B,processing,#FFFFFF,#2a7a67,image26,image425,NA,left,FALSE,742.5999999046326
1,2,P4,B,processing,#736c30,#FFFFFF,image138,image26,NA,right,TRUE,752.9000000953674
1,2,P4,B,processing,#FFFFFF,#31874c,image26,image142,NA,left,TRUE,729.5999999046326
1,2,P4,B,processing,#FFFFFF,#6c2d54,image26,image77,NA,left,FALSE,766.5999999046326
1,2,P4,B,processing,#203bb1,#FFFFFF,image286,image26,NA,right,FALSE,848.3000001907349
1,2,P5,B,processing,#FFFFFF,#304c69,image26,image195,NA,left,FALSE,800.2999997138977
1,2,P5,B,processing,#653569,#FFFFFF,image128,image26,NA,right,TRUE,763.9000000953674
1,2,P5,B,processing,#FFFFFF,#25c322,image26,image239,NA,left,TRUE,837
1,2,P5,B,processing,#FFFFFF,#bd7c2e,image26,image287,NA,left,TRUE,733.5
1,2,P6,B,processing,#a7162b,#FFFFFF,image49,image26,NA,right,TRUE,888.2000002861023
1,2,P6,B,processing,#FFFFFF,#a4c110,image26,image16,NA,left,FALSE,668.9000000953674
1,2,P6,B,processing,#2caf8c,#FFFFFF,image248,image26,NA,right,FALSE,745.0999999046326
1,2,P6,B,processing,#390ca1,#FFFFFF,image344,image26,NA,right,TRUE,851.5
1,2,P7,B,processing,#FFFFFF,#7ac729,image26,image172,NA,left,TRUE,824.9000000953674
1,2,P7,B,processing,#541cc4,#FFFFFF,image284,image26,NA,right,FALSE,853.3999996185303
1,2,P7,B,processing,#8a1e37,#FFFFFF,image91,image26,NA,right,FALSE,2052.2999997138977
1,2,P7,B,processing,#FFFFFF,#277c6e,image26,image39,NA,left,TRUE,995.9000000953674
1,2,P8,B,processing,#ac3f1b,#FFFFFF,image86,image26,NA,right,TRUE,957.5
1,2,P8,B,processing,#8938a3,#FFFFFF,image339,image26,NA,right,TRUE,986.0999999046326
1,2,P8,B,processing,#FFFFFF,#39a90a,image26,image425,NA,left,FALSE,1016.6999998092651
1,2,P8,B,processing,#FFFFFF,#54979c,image26,image263,NA,left,TRUE,1036.0999999046326
1,2,P9,B,processing,#83b91d,#FFFFFF,image331,image26,NA,right,TRUE,1016.0999999046326
1,2,P9,B,processing,#FFFFFF,#86132e,image26,image279,NA,left,FALSE,1018.4000000953674
1,2,P9,B,processing,#FFFFFF,#542eb2,image26,image32,NA,left,FALSE,778.9000000953674
1,2,P9,B,processing,#46917d,#FFFFFF,image395,image26,NA,right,TRUE,728.7000002861023
1,2,P10,B,processing,#FFFFFF,#306a7e,image26,image424,NA,left,FALSE,629.2000002861023
1,2,P10,B,processing,#b64f35,#FFFFFF,image261,image26,NA,right,TRUE,1582.5999999046326
1,2,P10,B,processing,#FFFFFF,#8334a2,image26,image171,NA,left,TRUE,564.1000003814697
1,2,P10,B,processing,#FFFFFF,#50a324,image26,image53,NA,left,TRUE,688.5999999046326
1,2,P11,B,processing,#3d467f,#FFFFFF,image79,image26,NA,right,FALSE,757.4000000953674
1,2,P11,B,processing,#FFFFFF,#1c8251,image26,image215,NA,left,FALSE,733.1000003814697
1,2,P11,B,processing,#b71f7f,#FFFFFF,image317,image26,NA,right,TRUE,916.5
1,2,P11,B,processing,#FFFFFF,#d4b111,image26,image292,NA,left,TRUE,658.3999996185303
1,2,P12,B,processing,#FFFFFF,#b21040,image26,image330,NA,left,FALSE,717.2000002861023
1,2,P12,B,processing,#FFFFFF,#5ca90a,image26,image104,NA,left,TRUE,729.9000000953674
1,2,P12,B,processing,#FFFFFF,#1c9276,image26,image411,NA,left,TRUE,847.7999997138977
1,2,P12,B,processing,#6d42a9,#FFFFFF,image61,image26,NA,right,TRUE,806
1,2,P13,B,processing,#859f1d,#FFFFFF,image91,image26,NA,right,FALSE,822.1999998092651
1,2,P13,B,processing,#FFFFFF,#6655a5,image26,image59,NA,left,TRUE,683.2999997138977
1,2,P13,B,processing,#FFFFFF,#2d7165,image26,image342,NA,left,FALSE,766.6999998092651
1,2,P13,B,processing,#FFFFFF,#961d55,image26,image254,NA,left,FALSE,640.5
1,2,P14,B,processing,#7a17de,#FFFFFF,image247,image26,NA,right,FALSE,713.1999998092651
1,2,P14,B,processing,#FFFFFF,#c31613,image26,image416,NA,left,FALSE,643.9000000953674
1,2,P14,B,processing,#158e8c,#FFFFFF,image15,image26,NA,right,TRUE,656.5
1,2,P14,B,processing,#FFFFFF,#79c11a,image26,image392,NA,left,FALSE,678
1,2,P15,B,processing,#4928c3,#FFFFFF,image91,image26,NA,right,FALSE,740.0999999046326
1,2,P15,B,processing,#863c57,#FFFFFF,image86,image26,NA,right,TRUE,912.6000003814697
1,2,P15,B,processing,#FFFFFF,#328b88,image26,image59,NA,left,TRUE,634.1999998092651
1,2,P15,B,processing,#FFFFFF,#819b31,image26,image215,NA,left,FALSE,717.9000000953674
1,2,P16,B,processing,#FFFFFF,#712d50,image26,image60,NA,left,FALSE,754.5
1,2,P16,B,processing,#1e0b9d,#FFFFFF,image293,image26,NA,right,FALSE,771.0999999046326
1,2,P16,B,processing,#a7aa41,#FFFFFF,image207,image26,NA,right,TRUE,866.8000001907349
1,2,P16,B,processing,#FFFFFF,#129b39,image26,image284,NA,left,FALSE,707.7999997138977
1,2,P17,B,processing,#0bad16,#FFFFFF,image35,image26,NA,right,FALSE,704.9000000953674
1,2,P17,B,processing,#baa240,#FFFFFF,image290,image26,NA,right,TRUE,828.0999999046326
1,2,P17,B,processing,#ad2e9a,#FFFFFF,image198,image26,NA,right,TRUE,1516.3999996185303
1,2,P17,B,processing,#FFFFFF,#2366d1,image26,image294,NA,left,TRUE,699.4000000953674
1,2,P18,B,processing,#3c7250,#FFFFFF,image176,image26,NA,right,FALSE,779.4000000953674
1,2,P18,B,processing,#FFFFFF,#8b6c37,image26,image378,NA,left,TRUE,637.2000002861023
1,2,P18,B,processing,#FFFFFF,#a10c66,image26,image335,NA,left,TRUE,2322.5999999046326
1,2,P18,B,processing,#FFFFFF,#545ba6,image26,image79,NA,left,FALSE,781
1,2,P19,B,processing,#2b736f,#FFFFFF,image195,image26,NA,right,FALSE,826.8000001907349
1,2,P19,B,processing,#783648,#FFFFFF,image110,image26,NA,right,TRUE,814.5
1,2,P19,B,processing,#4d19be,#FFFFFF,image263,image26,NA,right,TRUE,1034.6999998092651
1,2,P19,B,processing,#7c8a47,#FFFFFF,image239,image26,NA,right,TRUE,805.5
1,2,P20,B,processing,#FFFFFF,#488618,image26,image34,NA,left,FALSE,765.8000001907349
1,2,P20,B,processing,#FFFFFF,#bd361f,image26,image79,NA,left,FALSE,759.0999999046326
1,2,P20,B,processing,#FFFFFF,#61347f,image26,image17,NA,left,TRUE,872.6999998092651
1,2,P20,B,processing,#1aafbc,#FFFFFF,image235,image26,NA,right,TRUE,911.5
1,2,P21,B,processing,#2cc94e,#FFFFFF,image248,image26,NA,right,FALSE,702.0999999046326
1,2,P21,B,processing,#FFFFFF,#8b2786,image26,image189,NA,left,FALSE,803.4000000953674
1,2,P21,B,processing,#446c97,#FFFFFF,image269,image26,NA,right,FALSE,861.8000001907349
1,2,P21,B,processing,#b07b4a,#FFFFFF,image1,image26,NA,right,TRUE,973.3999996185303
1,2,P22,B,processing,#699933,#FFFFFF,image220,image26,NA,right,TRUE,872.1999998092651
1,2,P22,B,processing,#a91944,#FFFFFF,image296,image26,NA,right,TRUE,803.5999999046326
1,2,P22,B,processing,#FFFFFF,#5020a2,image26,image94,NA,left,TRUE,791.5
1,2,P22,B,processing,#22a078,#FFFFFF,image186,image26,NA,right,FALSE,796.7000002861023
1,2,P23,B,processing,#3d8529,#FFFFFF,image263,image26,NA,right,TRUE,836.7999997138977
1,2,P23,B,processing,#0fa2db,#FFFFFF,image280,image26,NA,right,FALSE,924.9000000953674
1,2,P23,B,processing,#945c42,#FFFFFF,image53,image26,NA,right,TRUE,886.0999999046326
1,2,P23,B,processing,#790a8f,#FFFFFF,image321,image26,NA,right,FALSE,937.1999998092651
1,2,P24,B,processing,#FFFFFF,#c332c0,image26,image370,NA,left,FALSE,859.4000000953674
1,2,P24,B,processing,#FFFFFF,#395dc0,image26,image260,NA,left,FALSE,951.5
1,2,P24,B,processing,#FFFFFF,#19802a,image26,image363,NA,left,TRUE,884.4000000953674
1,2,P24,B,processing,#856f19,#FFFFFF,image91,image26,NA,right,FALSE,902.5
1,2,P25,B,processing,#258e2f,#FFFFFF,image385,image26,NA,right,FALSE,857.1999998092651
1,2,P25,B,processing,#FFFFFF,#32429a,image26,image248,NA,left,FALSE,766.8000001907349
1,2,P25,B,processing,#FFFFFF,#8d6b3f,image26,image274,NA,left,TRUE,804.5999999046326
1,2,P25,B,processing,#FFFFFF,#a2207b,image26,image308,NA,left,TRUE,807.5999999046326
1,2,1,B,memory-resp,#7d3f75,#FFFFFF,image317,image26,NA,right,TRUE,750
1,2,1,B,memory-resp,#FFFFFF,#265f9c,image26,image79,NA,left,TRUE,904
1,2,1,B,memory-resp,#10b72c,#FFFFFF,image173,image26,NA,right,TRUE,792.5
1,2,1,B,memory-resp,#FFFFFF,#ba6012,image26,image12,NA,left,TRUE,849.5999999046326
1,2,1,B,retrieval,NA,NA,NA,NA,image173,image173,TRUE,1264.7000002861023
1,2,1,B,retrieval,NA,NA,NA,NA,image317,image317,TRUE,3504.0999999046326
1,2,1,B,retrieval,NA,NA,NA,NA,image12,image79,FALSE,3112
1,2,1,B,retrieval,NA,NA,NA,NA,image79,image12,FALSE,1219.8000001907349
1,2,2,B,memory-resp,#ad3e38,#FFFFFF,image103,image26,NA,right,TRUE,898.3999996185303
1,2,2,B,memory-resp,#1098c1,#FFFFFF,image424,image26,NA,right,TRUE,794.4000000953674
1,2,2,B,memory-resp,#FFFFFF,#4e8028,image26,image91,NA,left,TRUE,885.1999998092651
1,2,2,B,memory-resp,#9e1ac7,#FFFFFF,image339,image26,NA,right,TRUE,875.9000000953674
1,2,2,B,retrieval,NA,NA,NA,NA,image91,image91,TRUE,1186.5
1,2,2,B,retrieval,NA,NA,NA,NA,image339,image339,TRUE,3979.8999996185303
1,2,2,B,retrieval,NA,NA,NA,NA,image103,image103,TRUE,1202.5
1,2,2,B,retrieval,NA,NA,NA,NA,image424,image222,FALSE,1266.5
1,2,3,B,memory-resp,#0fb2b8,#FFFFFF,image27,image26,NA,right,TRUE,895.8000001907349
1,2,3,B,memory-resp,#FFFFFF,#77ae3d,image26,image70,NA,left,TRUE,973.5999999046326
1,2,3,B,memory-resp,#740c9d,#FFFFFF,image152,image26,NA,right,TRUE,1113.0999999046326
1,2,3,B,memory-resp,#FFFFFF,#8b4946,image26,image68,NA,left,TRUE,903.0999999046326
1,2,3,B,retrieval,NA,NA,NA,NA,image70,image70,TRUE,1777.4000000953674
1,2,3,B,retrieval,NA,NA,NA,NA,image68,image152,FALSE,2600.5
1,2,3,B,retrieval,NA,NA,NA,NA,image27,image27,TRUE,4593.5
1,2,3,B,retrieval,NA,NA,NA,NA,image152,image68,FALSE,769.5
1,2,4,B,memory-resp,#b12f7d,#FFFFFF,image286,image26,NA,right,TRUE,1238.0999999046326
1,2,4,B,memory-resp,#FFFFFF,#376c52,image26,image335,NA,left,TRUE,841.4000000953674
1,2,4,B,memory-resp,#2a19c2,#FFFFFF,image424,image26,NA,right,TRUE,969.8999996185303
1,2,4,B,memory-resp,#837d44,#FFFFFF,image16,image26,NA,right,TRUE,810.6999998092651
1,2,4,B,retrieval,NA,NA,NA,NA,image424,image335,FALSE,3204.5
1,2,4,B,retrieval,NA,NA,NA,NA,image286,image286,TRUE,924.9000000953674
1,2,4,B,retrieval,NA,NA,NA,NA,image16,image16,TRUE,3115.9000000953674
1,2,4,B,retrieval,NA,NA,NA,NA,image335,image189,FALSE,1716
1,2,5,B,memory-resp,#1d5281,#FFFFFF,image327,image26,NA,right,TRUE,839.2000002861023
1,2,5,B,memory-resp,#7c348d,#FFFFFF,image111,image26,NA,right,TRUE,710.7000002861023
1,2,5,B,memory-resp,#FFFFFF,#3c9a42,image26,image103,NA,left,TRUE,1117.5
1,2,5,B,memory-resp,#c15125,#FFFFFF,image399,image26,NA,right,TRUE,907.8000001907349
1,2,5,B,retrieval,NA,NA,NA,NA,image399,image399,TRUE,1225.2000002861023
1,2,5,B,retrieval,NA,NA,NA,NA,image103,image327,FALSE,3027.7999997138977
1,2,5,B,retrieval,NA,NA,NA,NA,image111,image111,TRUE,1424.1999998092651
1,2,5,B,retrieval,NA,NA,NA,NA,image327,image103,FALSE,549.8000001907349
1,2,6,B,memory-resp,#724fab,#FFFFFF,image89,image26,NA,right,TRUE,1066.5999999046326
1,2,6,B,memory-resp,#ca352f,#FFFFFF,image138,image26,NA,right,TRUE,747.5999999046326
1,2,6,B,memory-resp,#FFFFFF,#1cc4ca,image26,image88,NA,left,TRUE,1184
1,2,6,B,memory-resp,#637830,#FFFFFF,image120,image26,NA,right,TRUE,936.5999999046326
1,2,6,B,retrieval,NA,NA,NA,NA,image138,image89,FALSE,2378
1,2,6,B,retrieval,NA,NA,NA,NA,image89,image138,FALSE,1179.3999996185303
1,2,6,B,retrieval,NA,NA,NA,NA,image120,image88,FALSE,2018.7000002861023
1,2,6,B,retrieval,NA,NA,NA,NA,image88,image120,FALSE,853.9000000953674
1,2,7,B,memory-resp,#8827d3,#FFFFFF,image346,image26,NA,right,TRUE,1061.9000000953674
1,2,7,B,memory-resp,#8c4e22,#FFFFFF,image81,image26,NA,right,TRUE,815.1000003814697
1,2,7,B,memory-resp,#FFFFFF,#3c9914,image26,image35,NA,left,TRUE,1089.7999997138977
