participant,blockID,trialID,condition,screenID,leftColor,rightColor,leftImage,rightImage,correctObject,response,acc,rt
2,2,9,C,memory-resp,#198f76,#FFFFFF,image52,image26,NA,left,TRUE,1072.6000000000931
2,2,9,C,memory-resp,#3e24b2,#FFFFFF,image195,image26,NA,left,TRUE,805.2999999998137
2,2,9,C,retrieval,NA,NA,NA,NA,image340,image340,TRUE,1927.5
2,2,9,C,retrieval,NA,NA,NA,NA,image133,image133,TRUE,1433.7999999998137
2,2,9,C,retrieval,NA,NA,NA,NA,image52,image195,FALSE,3987
2,2,9,C,retrieval,NA,NA,NA,NA,image195,image195,TRUE,1028.8999999999069
2,2,10,C,memory-resp,#bf2251,#FFFFFF,image198,image26,NA,right,TRUE,1587.8999999999069
2,2,10,C,memory-resp,#FFFFFF,#1d8c5c,image26,image73,NA,left,TRUE,1246.3999999999069
2,2,10,C,memory-resp,#31199a,#FFFFFF,image7,image26,NA,right,TRUE,1153.1999999997206
2,2,10,C,memory-resp,#99ab21,#FFFFFF,image269,image26,NA,left,TRUE,1039.4000000003725
2,2,10,C,retrieval,NA,NA,NA,NA,image7,image7,TRUE,4441.799999999814
2,2,10,C,retrieval,NA,NA,NA,NA,image198,image198,TRUE,1861.7000000001863
2,2,10,C,retrieval,NA,NA,NA,NA,image73,image73,TRUE,953.3999999999069
2,2,10,C,retrieval,NA,NA,NA,NA,image269,image269,TRUE,934.8000000002794
2,2,11,C,memory-resp,#FFFFFF,#c226c5,image26,image28,NA,left,TRUE,1455.7999999998137
2,2,11,C,memory-resp,#c84d19,#FFFFFF,image68,image26,NA,left,TRUE,1186.7999999998137
2,2,11,C,memory-resp,#1c829b,#FFFFFF,image263,image26,NA,right,TRUE,1044.5
2,2,11,C,memory-resp,#446837,#FFFFFF,image299,image26,NA,left,TRUE,932.6000000000931
2,2,11,C,retrieval,NA,NA,NA,NA,image263,image263,TRUE,6733.100000000093
2,2,11,C,retrieval,NA,NA,NA,NA,image28,image299,FALSE,3013.899999999907
2,2,11,C,retrieval,NA,NA,NA,NA,image299,image299,TRUE,3944
2,2,11,C,retrieval,NA,NA,NA,NA,image68,image68,TRUE,1034.3999999999069
2,2,12,C,memory-resp,#798b23,#FFFFFF,image327,image26,NA,right,TRUE,1675.6999999997206
2,2,12,C,memory-resp,#28814a,#FFFFFF,image91,image26,NA,left,TRUE,1277.6999999997206
2,2,12,C,memory-resp,#c80e52,#FFFFFF,image112,image26,NA,right,TRUE,984.2999999998137
2,2,12,C,memory-resp,#FFFFFF,#573bb5,image26,image89,NA,left,TRUE,1115.1000000000931
2,2,12,C,retrieval,NA,NA,NA,NA,image327,image327,TRUE,2378
2,2,12,C,retrieval,NA,NA,NA,NA,image91,image91,TRUE,1262
2,2,12,C,retrieval,NA,NA,NA,NA,image89,image112,FALSE,1833.7999999998137
2,2,12,C,retrieval,NA,NA,NA,NA,image112,image89,FALSE,4322.199999999721
2,2,13,C,memory-resp,#FFFFFF,#287c8a,image26,image339,NA,left,TRUE,1918.2999999998137
2,2,13,C,memory-resp,#FFFFFF,#630f9f,image26,image248,NA,right,TRUE,1788.7000000001863
2,2,13,C,memory-resp,#FFFFFF,#935048,image26,image215,NA,right,TRUE,1054.3999999999069
2,2,13,C,memory-resp,#FFFFFF,#67980b,image26,image346,NA,right,TRUE,901.6000000000931
2,2,13,C,retrieval,NA,NA,NA,NA,image248,image248,TRUE,2461.5
2,2,13,C,retrieval,NA,NA,NA,NA,image215,image215,TRUE,4336
2,2,13,C,retrieval,NA,NA,NA,NA,image346,image133,FALSE,888.2999999998137
2,2,13,C,retrieval,NA,NA,NA,NA,image339,image346,FALSE,643.7999999998137
2,2,14,C,memory-resp,#FFFFFF,#6c8d11,image26,image385,NA,right,TRUE,1771
2,2,14,C,memory-resp,#FFFFFF,#2e996e,image26,image420,NA,right,TRUE,976
2,2,14,C,memory-resp,#FFFFFF,#be2d5b,image26,image222,NA,right,TRUE,756.6999999997206
2,2,14,C,memory-resp,#492bbf,#FFFFFF,image91,image26,NA,left,TRUE,743.0999999996275
2,2,14,C,retrieval,NA,NA,NA,NA,image91,image91,TRUE,1832
2,2,14,C,retrieval,NA,NA,NA,NA,image385,image385,TRUE,1336.8999999999069
2,2,14,C,retrieval,NA,NA,NA,NA,image222,image222,TRUE,1810.3000000002794
2,2,14,C,retrieval,NA,NA,NA,NA,image420,image420,TRUE,474.40000000037253
2,2,15,C,memory-resp,#386c32,#FFFFFF,image4,image26,NA,right,TRUE,1002.8000000002794
2,2,15,C,memory-resp,#214e78,#FFFFFF,image305,image26,NA,right,TRUE,1514.5
2,2,15,C,memory-resp,#FFFFFF,#8d2e8e,image26,image262,NA,left,TRUE,1048.1000000000931
2,2,15,C,memory-resp,#a05f27,#FFFFFF,image292,image26,NA,right,TRUE,935.5999999996275
2,2,15,C,retrieval,NA,NA,NA,NA,image292,image292,TRUE,896.5
2,2,15,C,retrieval,NA,NA,NA,NA,image4,image4,TRUE,2319.8000000002794
2,2,15,C,retrieval,NA,NA,NA,NA,image305,image305,TRUE,740.5
2,2,15,C,retrieval,NA,NA,NA,NA,image262,image262,TRUE,527.2000000001863
2,3,P1,B,processing,#82743a,#FFFFFF,image347,image26,NA,right,FALSE,533.3999999999069
2,3,P1,B,processing,#FFFFFF,#366343,image26,image236,NA,left,TRUE,525.8999999999069
2,3,P1,B,processing,#ce2783,#FFFFFF,image222,image26,NA,right,FALSE,527.5
2,3,P1,B,processing,#FFFFFF,#251e9f,image26,image115,NA,left,TRUE,557.6000000000931
2,3,P2,B,processing,#FFFFFF,#7b2861,image26,image168,NA,left,TRUE,553.1000000000931
2,3,P2,B,processing,#FFFFFF,#435898,image26,image223,NA,left,FALSE,408.3000000002794
2,3,P2,B,processing,#816c36,#FFFFFF,image279,image26,NA,right,FALSE,604.5
2,3,P2,B,processing,#FFFFFF,#0d9137,image26,image286,NA,left,FALSE,405.40000000037253
2,3,P3,B,processing,#884452,#FFFFFF,image324,image26,NA,right,TRUE,506.10000000009313
2,3,P3,B,processing,#FFFFFF,#449785,image26,image423,NA,left,TRUE,493.5
2,3,P3,B,processing,#FFFFFF,#739a19,image26,image16,NA,left,FALSE,437.5
2,3,P3,B,processing,#FFFFFF,#5112d9,image26,image363,NA,left,TRUE,551.1999999997206
2,3,P4,B,processing,#9c9c21,#FFFFFF,image52,image26,NA,right,FALSE,588.9000000003725
2,3,P4,B,processing,#962269,#FFFFFF,image107,image26,NA,right,FALSE,534.3999999999069
2,3,P4,B,processing,#1d29cd,#FFFFFF,image120,image26,NA,right,FALSE,461.39999999990687
2,3,P4,B,processing,#489960,#FFFFFF,image197,image26,NA,right,FALSE,376.10000000009313
2,3,P5,B,processing,#FFFFFF,#3f3c86,image26,image50,NA,left,TRUE,516.9000000003725
2,3,P5,B,processing,#FFFFFF,#7b374e,image26,image130,NA,left,FALSE,391.40000000037253
2,3,P5,B,processing,#6c7b28,#FFFFFF,image423,image26,NA,right,TRUE,621
2,3,P5,B,processing,#FFFFFF,#56a48b,image26,image119,NA,left,TRUE,550.7000000001863
2,3,P6,B,processing,#FFFFFF,#519a90,image26,image279,NA,left,FALSE,555.1000000000931
2,3,P6,B,processing,#3b248f,#FFFFFF,image93,image26,NA,right,TRUE,485.5
2,3,P6,B,processing,#FFFFFF,#6f8033,image26,image112,NA,left,TRUE,436.89999999990687
2,3,P6,B,processing,#b10b32,#FFFFFF,image258,image26,NA,right,TRUE,622.6999999997206
2,3,P7,B,processing,#8c7045,#FFFFFF,image230,image26,NA,right,FALSE,2054.3000000002794
2,3,P7,B,processing,#FFFFFF,#6b3474,image26,image395,NA,left,TRUE,576.4000000003725
2,3,P7,B,processing,#367abf,#FFFFFF,image276,image26,NA,right,FALSE,534.3000000002794
2,3,P7,B,processing,#FFFFFF,#37732b,image26,image10,NA,left,TRUE,885.7000000001863
2,3,P8,B,processing,#FFFFFF,#9f6f41,image26,image424,NA,left,FALSE,532.8999999999069
2,3,P8,B,processing,#781b8d,#FFFFFF,image385,image26,NA,right,FALSE,432.10000000009313
2,3,P8,B,processing,#FFFFFF,#5ca338,image26,image324,NA,left,TRUE,445.5
2,3,P8,B,processing,#0f7ba9,#FFFFFF,image276,image26,NA,right,FALSE,423.70000000018626
2,3,P9,B,processing,#7f2e29,#FFFFFF,image408,image26,NA,right,TRUE,556.2999999998137
2,3,P9,B,processing,#1b7d88,#FFFFFF,image220,image26,NA,right,TRUE,406.8000000002794
2,3,P9,B,processing,#63a21a,#FFFFFF,image216,image26,NA,right,FALSE,333.79999999981374
2,3,P9,B,processing,#FFFFFF,#50307e,image26,image350,NA,left,TRUE,557.6000000000931
2,3,P10,B,processing,#3c805b,#FFFFFF,image226,image26,NA,right,FALSE,483.70000000018626
2,3,P10,B,processing,#FFFFFF,#0d10ba,image26,image230,NA,left,FALSE,597.8000000002794
2,3,P10,B,processing,#FFFFFF,#83751b,image26,image296,NA,left,TRUE,598
2,3,P10,B,processing,#FFFFFF,#e21285,image26,image165,NA,left,TRUE,950.8999999999069
2,3,P11,B,processing,#cc1e61,#FFFFFF,image235,image26,NA,right,TRUE,597.2999999998137
2,3,P11,B,processing,#FFFFFF,#a38f0a,image26,image7,NA,left,TRUE,527
2,3,P11,B,processing,#374267,#FFFFFF,image181,image26,NA,right,FALSE,503.60000000009313
2,3,P11,B,processing,#4aa56c,#FFFFFF,image91,image26,NA,right,FALSE,598.2000000001863
2,3,P12,B,processing,#8f1e4a,#FFFFFF,image293,image26,NA,right,FALSE,524.5
2,3,P12,B,processing,#FFFFFF,#1a28c1,image26,image62,NA,left,TRUE,493.79999999981374
2,3,P12,B,processing,#1adb9e,#FFFFFF,image241,image26,NA,right,FALSE,468.89999999990687
2,3,P12,B,processing,#8f910d,#FFFFFF,image63,image26,NA,right,FALSE,614.1000000000931
2,3,P13,B,processing,#FFFFFF,#a02780,image26,image363,NA,left,TRUE,500
2,3,P13,B,processing,#9e8f51,#FFFFFF,image78,image26,NA,right,FALSE,454.5
2,3,P13,B,processing,#20388d,#FFFFFF,image176,image26,NA,right,FALSE,621.6999999997206
2,3,P13,B,processing,#298946,#FFFFFF,image385,image26,NA,right,FALSE,567.5
2,3,P14,B,processing,#FFFFFF,#a71655,image26,image63,NA,left,FALSE,507.20000000018626
2,3,P14,B,processing,#aca916,#FFFFFF,image257,image26,NA,right,FALSE,484.5
2,3,P14,B,processing,#FFFFFF,#1d2ba5,image26,image103,NA,left,FALSE,416.3000000002794
2,3,P14,B,processing,#22965c,#FFFFFF,image35,image26,NA,right,FALSE,892.6999999997206
2,3,P15,B,processing,#FFFFFF,#53ab1c,image26,image356,NA,left,TRUE,547.5
2,3,P15,B,processing,#FFFFFF,#c411e4,image26,image120,NA,left,FALSE,583.1000000000931
2,3,P15,B,processing,#a3422e,#FFFFFF,image424,image26,NA,right,FALSE,521.2000000001863
2,3,P15,B,processing,#FFFFFF,#20afb6,image26,image107,NA,left,FALSE,1021
2,3,P16,B,processing,#FFFFFF,#ac3ab6,image26,image197,NA,left,FALSE,501.39999999990687
2,3,P16,B,processing,#FFFFFF,#8a502e,image26,image395,NA,left,TRUE,567.7999999998137
2,3,P16,B,processing,#FFFFFF,#199c16,image26,image93,NA,left,TRUE,628.6000000000931
2,3,P16,B,processing,#FFFFFF,#0e7dbe,image26,image198,NA,left,TRUE,357.10000000009313
2,3,P17,B,processing,#FFFFFF,#53a29e,image26,image31,NA,left,FALSE,556.7000000001863
2,3,P17,B,processing,#FFFFFF,#831fdb,image26,image195,NA,left,FALSE,390.20000000018626
2,3,P17,B,processing,#883f4b,#FFFFFF,image385,image26,NA,right,FALSE,1101.8999999999069
2,3,P17,B,processing,#60c10b,#FFFFFF,image399,image26,NA,right,TRUE,333.39999999990687
2,3,P18,B,processing,#203388,#FFFFFF,image266,image26,NA,right,TRUE,626.6999999997206
2,3,P18,B,processing,#FFFFFF,#ad762e,image26,image35,NA,left,FALSE,985.2999999998137
2,3,P18,B,processing,#FFFFFF,#0dce34,image26,image424,NA,left,FALSE,605.7999999998137
2,3,P18,B,processing,#FFFFFF,#af3c87,image26,image119,NA,left,TRUE,413
2,3,P19,B,processing,#FFFFFF,#408415,image26,image254,NA,left,FALSE,557.2000000001863
2,3,P19,B,processing,#FFFFFF,#1ca3d9,image26,image279,NA,left,FALSE,399.29999999981374
2,3,P19,B,processing,#9f2ca5,#FFFFFF,image168,image26,NA,left,FALSE,262
2,3,P19,B,processing,#FFFFFF,#86321d,image26,image147,NA,left,TRUE,429.1999999997206
2,3,P20,B,processing,#2f7379,#FFFFFF,image34,image26,NA,right,FALSE,1044.2000000001863
2,3,P20,B,processing,#FFFFFF,#86131d,image26,image10,NA,left,TRUE,468.79999999981374
2,3,P20,B,processing,#FFFFFF,#6f48a3,image26,image257,NA,left,FALSE,631.2999999998137
2,3,P20,B,processing,#FFFFFF,#5fb31e,image26,image12,NA,left,TRUE,340.70000000018626
2,3,P21,B,processing,#49a117,#FFFFFF,image279,image26,NA,right,FALSE,665.1000000000931
2,3,P21,B,processing,#FFFFFF,#14c6cc,image26,image163,NA,left,TRUE,551.2000000001863
2,3,P21,B,processing,#FFFFFF,#5b2287,image26,image363,NA,left,TRUE,525.7999999998137
2,3,P21,B,processing,#FFFFFF,#92554f,image26,image239,NA,left,TRUE,519.8000000002794
2,3,P22,B,processing,#FFFFFF,#366d72,image26,image12,NA,left,TRUE,573.7000000001863
2,3,P22,B,processing,#992da9,#FFFFFF,image405,image26,NA,right,TRUE,581.3999999999069
2,3,P22,B,processing,#48ae24,#FFFFFF,image425,image26,NA,right,FALSE,589.8000000002794
2,3,P22,B,processing,#6e3c35,#FFFFFF,image113,image26,NA,right,FALSE,543.4000000003725
2,3,P23,B,processing,#63357e,#FFFFFF,image176,image26,NA,right,FALSE,565.1000000000931
2,3,P23,B,processing,#FFFFFF,#149f98,image26,image280,NA,left,FALSE,599.7999999998137
2,3,P23,B,processing,#FFFFFF,#673e37,image26,image38,NA,left,TRUE,534.3999999999069
2,3,P23,B,processing,#5c7b2d,#FFFFFF,image107,image26,NA,right,FALSE,607.4000000003725
2,3,P24,B,processing,#7d1c32,#FFFFFF,image88,image26,NA,right,TRUE,547.8999999999069
2,3,P24,B,processing,#FFFFFF,#18a59c,image26,image301,NA,left,FALSE,527.1000000000931
2,3,P24,B,processing,#9ee01a,#FFFFFF,image52,image26,NA,right,FALSE,572.8999999999069
2,3,P24,B,processing,#FFFFFF,#4e17c4,image26,image181,NA,left,FALSE,465.8000000002794
2,3,P25,B,processing,#27a536,#FFFFFF,image301,image26,NA,right,FALSE,498.10000000009313
2,3,P25,B,processing,#FFFFFF,#7d623b,image26,image147,NA,left,TRUE,361
2,3,P25,B,processing,#FFFFFF,#3d618f,image26,image91,NA,left,FALSE,367.1999999997206
2,3,P25,B,processing,#FFFFFF,#8f0ea0,image26,image128,NA,left,TRUE,415.3000000002794
2,3,1,B,memory-resp,#ce1c22,#FFFFFF,image142,image26,NA,right,TRUE,1493.1999999997206
2,3,1,B,memory-resp,#FFFFFF,#95cc1e,image26,image286,NA,left,TRUE,1534.5
2,3,1,B,memory-resp,#6e30c5,#FFFFFF,image293,image26,NA,right,TRUE,1345.7999999998137
2,3,1,B,memory-resp,#2e706c,#FFFFFF,image60,image26,NA,right,TRUE,1260.1999999997206
2,3,1,B,retrieval,NA,NA,NA,NA,image142,image142,TRUE,1690.7000000001863
2,3,1,B,retrieval,NA,NA,NA,NA,image286,image286,TRUE,933.0999999996275
2,3,1,B,retrieval,NA,NA,NA,NA,image60,image293,FALSE,4982
2,3,1,B,retrieval,NA,NA,NA,NA,image293,image60,FALSE,564.2000000001863
2,3,2,B,memory-resp,#81a54a,#FFFFFF,image53,image26,NA,right,TRUE,1173.3999999999069
2,3,2,B,memory-resp,#27968b,#FFFFFF,image419,image26,NA,right,TRUE,1402.7000000001863
2,3,2,B,memory-resp,#FFFFFF,#5a2a98,image26,image130,NA,left,TRUE,1203.3999999999069
2,3,2,B,memory-resp,#9e4759,#FFFFFF,image34,image26,NA,right,TRUE,1324.6000000000931
2,3,2,B,retrieval,NA,NA,NA,NA,image34,image34,TRUE,1140.8999999999069
2,3,2,B,retrieval,NA,NA,NA,NA,image130,image130,TRUE,5617.899999999907
2,3,2,B,retrieval,NA,NA,NA,NA,image53,image53,TRUE,1730.3999999999069
2,3,2,B,retrieval,NA,NA,NA,NA,image419,image420,FALSE,1829.6999999997206
2,3,3,B,memory-resp,#FFFFFF,#440f8a,image26,image420,NA,left,TRUE,1884.8999999999069
2,3,3,B,memory-resp,#0e98a4,#FFFFFF,image338,image26,NA,right,TRUE,1211.2000000001863
2,3,3,B,memory-resp,#7e3525,#FFFFFF,image34,image26,NA,right,TRUE,986.4000000003725
2,3,3,B,memory-resp,#48b20a,#FFFFFF,image293,image26,NA,right,TRUE,945.7999999998137
2,3,3,B,retrieval,NA,NA,NA,NA,image293,image293,TRUE,3735
2,3,3,B,retrieval,NA,NA,NA,NA,image420,image420,TRUE,3473.9000000003725
2,3,3,B,retrieval,NA,NA,NA,NA,image338,image338,TRUE,850.2000000001863
2,3,3,B,retrieval,NA,NA,NA,NA,image34,image34,TRUE,1917.8999999999069
2,3,4,B,memory-resp,#FFFFFF,#b2320a,image26,image70,NA,left,TRUE,1309.3999999999069
2,3,4,B,memory-resp,#FFFFFF,#136ca0,image26,image363,NA,left,TRUE,1254.3000000002794
2,3,4,B,memory-resp,#FFFFFF,#57b643,image26,image222,NA,left,TRUE,627.8999999999069
2,3,4,B,memory-resp,#FFFFFF,#b80dce,image26,image393,NA,left,TRUE,514.3999999999069
2,3,4,B,retrieval,NA,NA,NA,NA,image393,image393,TRUE,1095.3999999999069
2,3,4,B,retrieval,NA,NA,NA,NA,image222,image222,TRUE,2990.600000000093
2,3,4,B,retrieval,NA,NA,NA,NA,image70,image70,TRUE,857.7000000001863
2,3,4,B,retrieval,NA,NA,NA,NA,image363,image363,TRUE,656.7000000001863
2,3,5,B,memory-resp,#FFFFFF,#3aa193,image26,image276,NA,left,TRUE,2205
2,3,5,B,memory-resp,#FFFFFF,#c51b43,image26,image91,NA,left,TRUE,788.7000000001863
2,3,5,B,memory-resp,#FFFFFF,#7d519e,image26,image350,NA,left,TRUE,1160.7000000001863
2,3,5,B,memory-resp,#6f8b41,#FFFFFF,image420,image26,NA,right,TRUE,762.6000000000931
2,3,5,B,retrieval,NA,NA,NA,NA,image420,image420,TRUE,1076.8999999999069
2,3,5,B,retrieval,NA,NA,NA,NA,image350,image350,TRUE,2389.899999999907
2,3,5,B,retrieval,NA,NA,NA,NA,image276,image276,TRUE,1560.5
2,3,5,B,retrieval,NA,NA,NA,NA,image91,image91,TRUE,506.29999999981374
2,3,6,B,memory-resp,#FFFFFF,#2a52b2,image26,image187,NA,left,TRUE,1820.3999999999069
2,3,6,B,memory-resp,#FFFFFF,#9a8151,image26,image228,NA,left,TRUE,1707.3999999999069
2,3,6,B,memory-resp,#4e8547,#FFFFFF,image103,image26,NA,right,TRUE,824.6999999997206
2,3,6,B,memory-resp,#FFFFFF,#7b1e6c,image26,image230,NA,left,TRUE,1179.3999999999069
2,3,6,B,retrieval,NA,NA,NA,NA,image187,image187,TRUE,1697.2000000001863
2,3,6,B,retrieval,NA,NA,NA,NA,image103,image103,TRUE,3675.2000000001863
2,3,6,B,retrieval,NA,NA,NA,NA,image228,image228,TRUE,1538.2000000001863
2,3,6,B,retrieval,NA,NA,NA,NA,image230,image230,TRUE,606
2,3,7,B,memory-resp,#FFFFFF,#861d26,image26,image10,NA,left,TRUE,1247.6999999997206
2,3,7,B,memory-resp,#FFFFFF,#3fa1a6,image26,image286,NA,left,TRUE,1313.5
2,3,7,B,memory-resp,#FFFFFF,#6a479e,image26,image405,NA,left,TRUE,707.1000000000931
2,3,7,B,memory-resp,#71b045,#FFFFFF,image369,image26,NA,right,TRUE,1068.2999999998137
2,3,7,B,retrieval,NA,NA,NA,NA,image369,image369,TRUE,1050.8999999999069
2,3,7,B,retrieval,NA,NA,NA,NA,image405,image405,TRUE,2519.600000000093
2,3,7,B,retrieval,NA,NA,NA,NA,image10,image10,TRUE,709.8999999999069
2,3,7,B,retrieval,NA,NA,NA,NA,image286,image286,TRUE,641.5
2,3,8,B,memory-resp,#6f1d90,#FFFFFF,image279,image26,NA,right,TRUE,1651.2000000001863
2,3,8,B,memory-resp,#43a63f,#FFFFFF,image216,image26,NA,right,TRUE,1363.3999999999069
2,3,8,B,memory-resp,#19679f,#FFFFFF,image135,image26,NA,right,TRUE,1027.7000000001863
2,3,8,B,memory-resp,#FFFFFF,#ae4d19,image26,image103,NA,right,FALSE,420.1999999997206
2,3,8,B,retrieval,NA,NA,NA,NA,image279,image279,TRUE,1609.6999999997206
2,3,8,B,retrieval,NA,NA,NA,NA,image103,image135,FALSE,5747.5
2,3,8,B,retrieval,NA,NA,NA,NA,image216,image216,TRUE,1098.3999999999069
2,3,8,B,retrieval,NA,NA,NA,NA,image135,image103,FALSE,1150.0999999996275
2,3,9,B,memory-resp,#FFFFFF,#3829bc,image26,image327,NA,left,TRUE,1146.8999999999069
2,3,9,B,memory-resp,#be3c88,#FFFFFF,image340,image26,NA,right,TRUE,1075.1000000000931
2,3,9,B,memory-resp,#aba33b,#FFFFFF,image279,image26,NA,right,TRUE,627.8999999999069
2,3,9,B,memory-resp,#FFFFFF,#346a4f,image26,image381,NA,left,TRUE,1068.6999999997206
2,3,9,B,retrieval,NA,NA,NA,NA,image381,image381,TRUE,1347.1999999997206
2,3,9,B,retrieval,NA,NA,NA,NA,image327,image327,TRUE,910.5999999996275
2,3,9,B,retrieval,NA,NA,NA,NA,image340,image340,TRUE,2162.399999999907
2,3,9,B,retrieval,NA,NA,NA,NA,image279,image279,TRUE,2581.1999999997206
2,3,10,B,memory-resp,#FFFFFF,#317d38,image26,image187,NA,left,TRUE,1357.2999999998137
2,3,10,B,memory-resp,#FFFFFF,#304f97,image26,image385,NA,left,TRUE,2484.0999999996275
2,3,10,B,memory-resp,#9f4185,#FFFFFF,image371,image26,NA,right,TRUE,868.0999999996275
2,3,10,B,memory-resp,#807523,#FFFFFF,image205,image26,NA,right,TRUE,762.1000000000931
2,3,10,B,retrieval,NA,NA,NA,NA,image187,image187,TRUE,2312.2999999998137
2,3,10,B,retrieval,NA,NA,NA,NA,image385,image385,TRUE,1753.3000000002794
2,3,10,B,retrieval,NA,NA,NA,NA,image205,image205,TRUE,2999.899999999907
2,3,10,B,retrieval,NA,NA,NA,NA,image371,image371,TRUE,552.5999999996275
2,3,11,B,memory-resp,#FFFFFF,#755938,image26,image117,NA,left,TRUE,1317.2999999998137
2,3,11,B,memory-resp,#c60ca7,#FFFFFF,image76,image26,NA,right,TRUE,1190
2,3,11,B,memory-resp,#2f75c1,#FFFFFF,image280,image26,NA,right,TRUE,1190.0999999996275
2,3,11,B,memory-resp,#3a9c47,#FFFFFF,image233,image26,NA,right,TRUE,704.2000000001863
2,3,11,B,retrieval,NA,NA,NA,NA,image280,image280,TRUE,8056.600000000093
2,3,11,B,retrieval,NA,NA,NA,NA,image117,image117,TRUE,1393.5999999996275
2,3,11,B,retrieval,NA,NA,NA,NA,image233,image233,TRUE,1106.3999999999069
2,3,11,B,retrieval,NA,NA,NA,NA,image76,image76,TRUE,542.7999999998137
2,3,12,B,memory-resp,#FFFFFF,#bb5f35,image26,image241,NA,NULL,FALSE,NA
2,3,12,B,memory-resp,#FFFFFF,#426f34,image26,image296,NA,left,TRUE,862.5999999996275
2,3,12,B,memory-resp,#FFFFFF,#662b7d,image26,image324,NA,left,TRUE,453.1999999997206
2,3,12,B,memory-resp,#FFFFFF,#1088ad,image26,image276,NA,left,TRUE,598.1999999997206
2,3,12,B,retrieval,NA,NA,NA,NA,image276,image276,TRUE,3285.399999999907
2,3,12,B,retrieval,NA,NA,NA,NA,image296,image296,TRUE,1048.5
2,3,12,B,retrieval,NA,NA,NA,NA,image241,image241,TRUE,1358.7999999998137
2,3,12,B,retrieval,NA,NA,NA,NA,image324,image324,TRUE,2808.600000000093
2,3,13,B,memory-resp,#7b232d,#FFFFFF,image40,image26,NA,right,TRUE,1291.3999999999069
2,3,13,B,memory-resp,#FFFFFF,#6a36bf,image26,image425,NA,left,TRUE,2268.5
2,3,13,B,memory-resp,#FFFFFF,#0ea074,image26,image44,NA,left,TRUE,1267.8000000002794
2,3,13,B,memory-resp,#758d35,#FFFFFF,image58,image26,NA,right,TRUE,1004
2,3,13,B,retrieval,NA,NA,NA,NA,image44,image44,TRUE,3180.9000000003725
2,3,13,B,retrieval,NA,NA,NA,NA,image58,image58,TRUE,3832
2,3,13,B,retrieval,NA,NA,NA,NA,image40,image40,TRUE,942.1000000000931
2,3,13,B,retrieval,NA,NA,NA,NA,image425,image425,TRUE,569.6999999997206
2,3,14,B,memory-resp,#9d5f39,#FFFFFF,image94,image26,NA,right,TRUE,1782.3999999999069
2,3,14,B,memory-resp,#50849f,#FFFFFF,image320,image26,NA,right,TRUE,1428.2000000001863
2,3,14,B,memory-resp,#1bbb20,#FFFFFF,image61,image26,NA,right,TRUE,1060.2999999998137
2,3,14,B,memory-resp,#ab3fa6,#FFFFFF,image79,image26,NA,right,TRUE,537.8999999999069
2,3,14,B,retrieval,NA,NA,NA,NA,image61,image61,TRUE,4499.4000000003725
2,3,14,B,retrieval,NA,NA,NA,NA,image320,image320,TRUE,2177.1999999997206
2,3,14,B,retrieval,NA,NA,NA,NA,image79,image79,TRUE,1530.6999999997206
2,3,14,B,retrieval,NA,NA,NA,NA,image94,image94,TRUE,564.5
2,3,15,B,memory-resp,#2d6e76,#FFFFFF,image381,image26,NA,right,TRUE,1758.2999999998137
2,3,15,B,memory-resp,#FFFFFF,#4d892a,image26,image399,NA,left,TRUE,941
2,3,15,B,memory-resp,#740fb8,#FFFFFF,image16,image26,NA,right,TRUE,907.1999999997206
2,3,15,B,memory-resp,#FFFFFF,#9f3a28,image26,image174,NA,left,TRUE,762.6999999997206
2,3,15,B,retrieval,NA,NA,NA,NA,image381,image381,TRUE,2023.5
2,3,15,B,retrieval,NA,NA,NA,NA,image16,image16,TRUE,3226.2999999998137
2,3,15,B,retrieval,NA,NA,NA,NA,image174,image174,TRUE,714.2000000001863
2,3,15,B,retrieval,NA,NA,NA,NA,image399,image399,TRUE,1181.2999999998137
2,4,P1,D,processing,#11c52c,#FFFFFF,image65,image102,NA,right,TRUE,1226.6000000000931
2,4,P1,D,processing,#c1a30b,#FFFFFF,image206,image419,NA,right,TRUE,1456.5
2,4,P1,D,processing,#863c81,#FFFFFF,image77,image126,NA,right,FALSE,650.6999999997206
2,4,P1,D,processing,#385a94,#FFFFFF,image243,image241,NA,right,TRUE,1014.6000000000931
2,4,P2,D,processing,#1cb034,#FFFFFF,image34,image377,NA,left,TRUE,659.8999999999069
2,4,P2,D,processing,#293570,#FFFFFF,image323,image422,NA,right,TRUE,853.3000000002794
2,4,P2,D,processing,#d0118a,#FFFFFF,image72,image238,NA,right,TRUE,738.1999999997206
2,4,P2,D,processing,#715c28,#FFFFFF,image428,image262,NA,left,TRUE,994.5
2,4,P3,D,processing,#0d6c8c,#FFFFFF,image201,image57,NA,left,TRUE,852.7999999998137
2,4,P3,D,processing,#40b22e,#FFFFFF,image252,image381,NA,left,TRUE,1339
2,4,P3,D,processing,#6d1089,#FFFFFF,image331,image187,NA,right,TRUE,788.5999999996275
2,4,P3,D,processing,#a96232,#FFFFFF,image213,image29,NA,right,TRUE,730.6999999997206
2,4,P4,D,processing,#98901f,#FFFFFF,image159,image229,NA,left,TRUE,937.8999999999069
2,4,P4,D,processing,#0b308e,#FFFFFF,image308,image298,NA,right,TRUE,774.7999999998137
2,4,P4,D,processing,#3e7457,#FFFFFF,image107,image168,NA,left,TRUE,944.5
