participant,blockID,trialID,condition,screenID,leftColor,rightColor,leftImage,rightImage,correctObject,correctResp,response,acc,rt,target,distractor
13,1,15,B,memory-resp,#1d6bd7,#FFFFFF,image125,image26,NA,right,right,TRUE,1600.5,image125,image26
13,1,15,B,memory-resp,#FFFFFF,#ac7b3e,image26,image124,NA,left,left,TRUE,955.3999999761581,image124,image26
13,1,15,B,retrieval,NA,NA,NA,NA,image369,NA,image369,TRUE,1499.6000000238419,image369,image26
13,1,15,B,retrieval,NA,NA,NA,NA,image315,NA,image125,FALSE,3657.899999976158,image315,image26
13,1,15,B,retrieval,NA,NA,NA,NA,image124,NA,image124,TRUE,1492.8999999761581,image124,image26
13,1,15,B,retrieval,NA,NA,NA,NA,image125,NA,image315,FALSE,2342.899999976158,image125,image26
13,2,P1,D,processing,#7f9640,#FFFFFF,image399,image118,NA,right,right,TRUE,1539.2999999523163,NA,NA
13,2,P1,D,processing,#2fc67a,#FFFFFF,image266,image343,NA,right,right,TRUE,896.8000000715256,NA,NA
13,2,P1,D,processing,#953253,#FFFFFF,image211,image397,NA,left,left,TRUE,1121.5999999046326,NA,NA
13,2,P1,D,processing,#43439d,#FFFFFF,image391,image185,NA,left,left,TRUE,891.8999999761581,NA,NA
13,2,P2,D,processing,#91226e,#FFFFFF,image390,image357,NA,left,left,TRUE,866.1999999284744,NA,NA
13,2,P2,D,processing,#1e7b37,#FFFFFF,image112,image319,NA,right,right,TRUE,868.8999999761581,NA,NA
13,2,P2,D,processing,#c3bb18,#FFFFFF,image378,image351,NA,right,right,TRUE,871.7999999523163,NA,NA
13,2,P2,D,processing,#3c51b9,#FFFFFF,image177,image160,NA,left,left,TRUE,845.1000000238419,NA,NA
13,2,P3,D,processing,#959d48,#FFFFFF,image45,image5,NA,right,right,TRUE,885.3999999761581,NA,NA
