participant,blockID,trialID,condition,screenID,leftColor,rightColor,leftImage,leftSize,rightImage,rightSize,correctObject,correctResp,response,acc,rt,target,distractor
5,2,P7,B,processing,#FFFFFF,#a83caa,image405,10,image313,10,NA,left,left,TRUE,716.8000000715256,NA,NA
5,2,P7,B,processing,#FFFFFF,#0e87c8,image405,10,image54,7,NA,left,left,TRUE,408.7999999523163,NA,NA
5,2,P8,B,processing,#6111b6,#FFFFFF,image273,999,image405,10,NA,right,right,TRUE,631.3000000715256,NA,NA
5,2,P8,B,processing,#67b238,#FFFFFF,image394,10,image405,10,NA,right,right,TRUE,393.2999999523163,NA,NA
5,2,P8,B,processing,#FFFFFF,#49a29d,image405,10,image247,999,NA,left,left,TRUE,820.6999999284744,NA,NA
5,2,P8,B,processing,#FFFFFF,#9c1d16,image405,10,image52,800,NA,left,left,TRUE,639.5,NA,NA
5,2,P9,B,processing,#FFFFFF,#248415,image405,10,image60,165,NA,left,left,TRUE,622,NA,NA
5,2,P9,B,processing,#FFFFFF,#c25114,image405,10,image164,13.5,NA,left,left,TRUE,429.7000000476837,NA,NA
5,2,P9,B,processing,#3b6f87,#FFFFFF,image145,10,image405,10,NA,right,right,TRUE,603.8999999761581,NA,NA
5,2,P9,B,processing,#8431b4,#FFFFFF,image261,9.5,image405,10,NA,right,right,TRUE,487.60000002384186,NA,NA
5,2,P10,B,processing,#8a652e,#FFFFFF,image304,18,image405,10,NA,right,right,TRUE,560.3000000715256,NA,NA
5,2,P10,B,processing,#FFFFFF,#33843d,image405,10,image274,3.9,NA,left,left,TRUE,608.2999999523163,NA,NA
5,2,P10,B,processing,#FFFFFF,#406b8c,image405,10,image401,12,NA,left,left,TRUE,452.2000000476837,NA,NA
5,2,P10,B,processing,#d818cb,#FFFFFF,image375,8,image405,10,NA,right,right,TRUE,584.2000000476837,NA,NA
5,2,P11,B,processing,#FFFFFF,#c36022,image405,10,image260,999,NA,left,left,TRUE,581.6000000238419,NA,NA
5,2,P11,B,processing,#a02ac0,#FFFFFF,image119,0.4,image405,10,NA,right,right,TRUE,608.7999999523163,NA,NA
5,2,P11,B,processing,#FFFFFF,#15bcd5,image405,10,image155,14.5,NA,left,left,TRUE,667.1999999284744,NA,NA
5,2,P11,B,processing,#42832a,#FFFFFF,image315,1.5,image405,10,NA,right,right,TRUE,471.5,NA,NA
5,2,P12,B,processing,#FFFFFF,#85553d,image405,10,image145,10,NA,left,left,TRUE,542.5,NA,NA
5,2,P12,B,processing,#54188c,#FFFFFF,image255,4.5,image405,10,NA,right,right,TRUE,612.7999999523163,NA,NA
5,2,P12,B,processing,#FFFFFF,#146e9f,image405,10,image164,13.5,NA,left,left,TRUE,582.8999999761581,NA,NA
5,2,P12,B,processing,#FFFFFF,#467a1f,image405,10,image431,14.8,NA,left,left,TRUE,464.5,NA,NA
5,2,P13,B,processing,#27559b,#FFFFFF,image420,150,image405,10,NA,right,right,TRUE,506.7999999523163,NA,NA
5,2,P13,B,processing,#9d7348,#FFFFFF,image23,4.7,image405,10,NA,right,right,TRUE,455.2999999523163,NA,NA
5,2,P13,B,processing,#7f2e79,#FFFFFF,image38,6.5,image405,10,NA,right,right,TRUE,461.10000002384186,NA,NA
5,2,P13,B,processing,#2b9141,#FFFFFF,image325,12.6,image405,10,NA,right,right,TRUE,416,NA,NA
5,2,P14,B,processing,#0e1fd8,#FFFFFF,image19,8,image405,10,NA,right,right,TRUE,530.3000000715256,NA,NA
5,2,P14,B,processing,#FFFFFF,#398452,image405,10,image142,1,NA,left,left,TRUE,592.3999999761581,NA,NA
5,2,P14,B,processing,#FFFFFF,#7e5720,image405,10,image23,4.7,NA,left,left,TRUE,460.60000002384186,NA,NA
5,2,P14,B,processing,#FFFFFF,#af0d8f,image405,10,image395,8.2,NA,left,left,TRUE,550.7999999523163,NA,NA
5,2,P15,B,processing,#FFFFFF,#769c2b,image405,10,image308,0.8,NA,left,left,TRUE,639.1999999284744,NA,NA
5,2,P15,B,processing,#5410ad,#FFFFFF,image217,8.5,image405,10,NA,right,right,TRUE,575.1999999284744,NA,NA
5,2,P15,B,processing,#FFFFFF,#0e9a79,image405,10,image359,11,NA,left,left,TRUE,1395.1999999284744,NA,NA
5,2,P15,B,processing,#FFFFFF,#a52927,image405,10,image64,960,NA,left,left,TRUE,606.5,NA,NA
