participant,blockID,trialID,condition,screenID,leftColor,rightColor,leftImage,leftSize,rightImage,rightSize,correctObject,correctResp,response,acc,rt,target,distractor
1,1,P1,B,processing,#FFFFFF,#7bd11a,image405,10,image362,24.2,NA,left,left,TRUE,498,NA,NA
1,1,P1,B,processing,#b34242,#FFFFFF,image77,120,image405,10,NA,right,right,TRUE,565,NA,NA
1,1,P1,B,processing,#7b1ed2,#FFFFFF,image368,18.5,image405,10,NA,right,right,TRUE,549,NA,NA
1,1,P1,B,processing,#FFFFFF,#297a75,image405,10,image260,999,NA,left,left,TRUE,518,NA,NA
1,1,P2,B,processing,#2e7640,#FFFFFF,image163,8,image405,10,NA,right,right,TRUE,618,NA,NA
1,1,P2,B,processing,#87224c,#FFFFFF,image389,4.8,image405,10,NA,right,right,TRUE,550,NA,NA
1,1,P2,B,processing,#485593,#FFFFFF,image141,30,image405,10,NA,right,right,TRUE,547,NA,NA
1,1,P2,B,processing,#FFFFFF,#b0a421,image405,10,image339,20,NA,left,left,TRUE,517,NA,NA
1,1,P3,B,processing,#FFFFFF,#9e424b,image405,10,image104,6,NA,left,left,TRUE,476,NA,NA
1,1,P3,B,processing,#FFFFFF,#3c7d80,image405,10,image217,8.5,NA,left,left,TRUE,496,NA,NA
1,1,P3,B,processing,#53329f,#FFFFFF,image54,7,image405,10,NA,right,right,TRUE,517,NA,NA
1,1,P3,B,processing,#668736,#FFFFFF,image248,300,image405,10,NA,right,right,TRUE,531,NA,NA
1,1,P4,B,processing,#FFFFFF,#0cb4c0,image405,10,image338,12,NA,left,left,TRUE,510,NA,NA
1,1,P4,B,processing,#894f43,#FFFFFF,image158,150,image405,10,NA,right,right,TRUE,505,NA,NA
1,1,P4,B,processing,#FFFFFF,#51c62a,image405,10,image325,12.6,NA,left,left,TRUE,510,NA,NA
1,1,P4,B,processing,#521287,#FFFFFF,image401,12,image405,10,NA,right,right,TRUE,496,NA,NA
1,1,P5,B,processing,#FFFFFF,#7c9235,image405,10,image9,36,NA,left,left,TRUE,561,NA,NA
1,1,P5,B,processing,#370a9e,#FFFFFF,image394,10,image405,10,NA,right,right,TRUE,478,NA,NA
1,1,P5,B,processing,#FFFFFF,#8a4252,image405,10,image375,8,NA,left,left,TRUE,572,NA,NA
1,1,P5,B,processing,#FFFFFF,#3e8e73,image405,10,image257,170,NA,left,left,TRUE,720,NA,NA
1,1,P6,B,processing,#8c10c6,#FFFFFF,image125,5.1,image405,10,NA,right,right,TRUE,548,NA,NA
1,1,P6,B,processing,#FFFFFF,#4f7f96,image405,10,image164,13.5,NA,left,left,TRUE,476,NA,NA
1,1,P6,B,processing,#FFFFFF,#446837,image405,10,image132,15,NA,left,left,TRUE,610,NA,NA
1,1,P6,B,processing,#a55922,#FFFFFF,image218,13.5,image405,10,NA,right,right,TRUE,482,NA,NA
1,1,P7,B,processing,#977917,#FFFFFF,image360,19,image405,10,NA,right,right,TRUE,510,NA,NA
1,1,P7,B,processing,#28713e,#FFFFFF,image57,2.5,image405,10,NA,right,right,TRUE,491,NA,NA
1,1,P7,B,processing,#FFFFFF,#2a25b1,image405,10,image138,2,NA,left,left,TRUE,480,NA,NA
1,1,P7,B,processing,#FFFFFF,#e30d91,image405,10,image232,180,NA,left,left,TRUE,568,NA,NA
1,1,P8,B,processing,#FFFFFF,#49832a,image405,10,image83,140,NA,left,left,TRUE,481,NA,NA
1,1,P8,B,processing,#FFFFFF,#34a5b7,image405,10,image313,10,NA,left,left,TRUE,511,NA,NA
1,1,P8,B,processing,#b74424,#FFFFFF,image428,9,image405,10,NA,right,right,TRUE,481,NA,NA
1,1,P8,B,processing,#552277,#FFFFFF,image357,4.3,image405,10,NA,right,right,TRUE,525,NA,NA
1,1,P9,B,processing,#185ca5,#FFFFFF,image117,10,image405,10,NA,right,right,TRUE,463,NA,NA
1,1,P9,B,processing,#FFFFFF,#9d3caa,image405,10,image148,30,NA,left,left,TRUE,447,NA,NA
1,1,P9,B,processing,#27cc1e,#FFFFFF,image233,6.2,image405,10,NA,right,right,TRUE,471,NA,NA
1,1,P9,B,processing,#FFFFFF,#a2583f,image405,10,image27,6,NA,left,left,TRUE,482,NA,NA
1,1,P10,B,processing,#FFFFFF,#db570f,image405,10,image225,22,NA,left,left,TRUE,410,NA,NA
1,1,P10,B,processing,#772d7b,#FFFFFF,image415,20,image405,10,NA,right,right,TRUE,1056,NA,NA
1,1,P10,B,processing,#FFFFFF,#0f6fbd,image405,10,image274,3.9,NA,left,left,TRUE,443,NA,NA
1,1,P10,B,processing,#FFFFFF,#4e7a33,image405,10,image160,0.7,NA,left,left,TRUE,515,NA,NA
1,1,P11,B,processing,#FFFFFF,#21b08e,image405,10,image145,10,NA,left,left,TRUE,498,NA,NA
1,1,P11,B,processing,#737b3d,#FFFFFF,image230,999,image405,10,NA,right,right,TRUE,525,NA,NA
1,1,P11,B,processing,#FFFFFF,#824058,image405,10,image419,150,NA,left,left,TRUE,459,NA,NA
1,1,P11,B,processing,#FFFFFF,#3014b8,image405,10,image190,150,NA,left,left,TRUE,483,NA,NA
1,1,P12,B,processing,#FFFFFF,#7b4528,image405,10,image229,25,NA,left,left,TRUE,449,NA,NA
1,1,P12,B,processing,#FFFFFF,#33d416,image405,10,image96,180,NA,left,left,TRUE,511,NA,NA
1,1,P12,B,processing,#FFFFFF,#375381,image405,10,image81,2.7,NA,left,left,TRUE,517,NA,NA
1,1,P12,B,processing,#a124b2,#FFFFFF,image93,1.5,image405,10,NA,right,right,TRUE,524,NA,NA
1,1,P13,B,processing,#379a93,#FFFFFF,image72,3,image405,10,NA,right,right,TRUE,567,NA,NA
1,1,P13,B,processing,#ac3a2f,#FFFFFF,image31,150,image405,10,NA,right,right,TRUE,536,NA,NA
1,1,P13,B,processing,#FFFFFF,#6ec530,image405,10,image356,5.5,NA,left,left,TRUE,403,NA,NA
1,1,P13,B,processing,#FFFFFF,#4b2682,image405,10,image105,7.1,NA,left,left,TRUE,547,NA,NA
1,1,P14,B,processing,#FFFFFF,#d21449,image405,10,image414,55,NA,left,left,TRUE,456,NA,NA
1,1,P14,B,processing,#759410,#FFFFFF,image8,96,image405,10,NA,right,right,TRUE,496,NA,NA
1,1,P14,B,processing,#19be8f,#FFFFFF,image385,48,image405,10,NA,right,right,TRUE,537,NA,NA
1,1,P14,B,processing,#FFFFFF,#333370,image405,10,image327,6.3,NA,left,left,TRUE,383,NA,NA
1,1,P15,B,processing,#FFFFFF,#a53b0d,image405,10,image155,14.5,NA,left,left,TRUE,726,NA,NA
1,1,P15,B,processing,#FFFFFF,#1f78c1,image405,10,image20,4.5,NA,left,left,TRUE,420,NA,NA
1,1,P15,B,processing,#FFFFFF,#9c27ce,image405,10,image22,9.1,NA,left,left,TRUE,485,NA,NA
1,1,P15,B,processing,#4d9631,#FFFFFF,image297,7.9,image405,10,NA,right,right,TRUE,495,NA,NA
1,1,P16,B,processing,#FFFFFF,#e61453,image405,10,image332,12.2,NA,left,left,TRUE,453,NA,NA
1,1,P16,B,processing,#368172,#FFFFFF,image269,45,image405,10,NA,right,right,TRUE,501,NA,NA
1,1,P16,B,processing,#FFFFFF,#99a352,image405,10,image369,200,NA,left,left,TRUE,414,NA,NA
1,1,P16,B,processing,#4631af,#FFFFFF,image340,40,image405,10,NA,right,right,TRUE,463,NA,NA
1,1,P17,B,processing,#517138,#FFFFFF,image143,72,image405,10,NA,right,right,TRUE,512,NA,NA
1,1,P17,B,processing,#FFFFFF,#54318c,image405,10,image205,999,NA,left,left,TRUE,456,NA,NA
1,1,P17,B,processing,#33666b,#FFFFFF,image237,8.1,image405,10,NA,right,right,TRUE,508,NA,NA
1,1,P17,B,processing,#FFFFFF,#951825,image405,10,image261,9.5,NA,left,left,TRUE,501,NA,NA
1,1,P18,B,processing,#8e1a68,#FFFFFF,image363,11.3,image405,10,NA,right,right,TRUE,555,NA,NA
1,1,P18,B,processing,#85793d,#FFFFFF,image337,12.3,image405,10,NA,right,right,TRUE,593,NA,NA
1,1,P18,B,processing,#FFFFFF,#51a964,image405,10,image412,10.5,NA,left,left,TRUE,502,NA,NA
1,1,P18,B,processing,#FFFFFF,#1c3e82,image405,10,image25,40,NA,left,left,TRUE,624,NA,NA
1,1,P19,B,processing,#154384,#FFFFFF,image123,4.8,image405,10,NA,right,right,TRUE,481,NA,NA
1,1,P19,B,processing,#18913a,#FFFFFF,image151,10,image405,10,NA,right,right,TRUE,526,NA,NA
1,1,P19,B,processing,#FFFFFF,#d2a21e,image405,10,image371,7.1,NA,left,left,TRUE,430,NA,NA
1,1,P19,B,processing,#af0daf,#FFFFFF,image309,13.6,image405,10,NA,right,right,TRUE,504,NA,NA
1,1,P20,B,processing,#FFFFFF,#35ac72,image405,10,image382,23.2,NA,left,left,TRUE,493,NA,NA
1,1,P20,B,processing,#FFFFFF,#c3326a,image405,10,image133,300,NA,left,left,TRUE,691,NA,NA
1,1,P20,B,processing,#d0d327,#FFFFFF,image287,7,image405,10,NA,right,right,TRUE,496,NA,NA
1,1,P20,B,processing,#0c1cca,#FFFFFF,image24,80,image405,10,NA,right,right,TRUE,488,NA,NA
1,1,P21,B,processing,#FFFFFF,#287c86,image405,10,image225,22,NA,left,left,TRUE,451,NA,NA
1,1,P21,B,processing,#6a45b5,#FFFFFF,image50,8,image405,10,NA,right,right,TRUE,461,NA,NA
1,1,P21,B,processing,#FFFFFF,#9e0a0a,image405,10,image201,20,NA,left,left,TRUE,405,NA,NA
1,1,P21,B,processing,#FFFFFF,#588e1a,image405,10,image293,60.2,NA,left,left,TRUE,527,NA,NA
1,1,P22,B,processing,#FFFFFF,#2a7474,image405,10,image306,41.4,NA,left,left,TRUE,478,NA,NA
1,1,P22,B,processing,#FFFFFF,#8e9a51,image405,10,image108,40,NA,left,left,TRUE,660,NA,NA
1,1,P22,B,processing,#FFFFFF,#9d3440,image405,10,image159,120,NA,left,left,TRUE,508,NA,NA
1,1,P22,B,processing,#FFFFFF,#480ea4,image405,10,image290,8.5,NA,left,left,TRUE,504,NA,NA
1,1,P23,B,processing,#3c8b54,#FFFFFF,image411,3.9,image405,10,NA,right,right,TRUE,490,NA,NA
1,1,P23,B,processing,#9a893c,#FFFFFF,image113,210,image405,10,NA,right,right,TRUE,547,NA,NA
1,1,P23,B,processing,#FFFFFF,#68364b,image405,10,image47,12,NA,left,left,TRUE,425,NA,NA
1,1,P23,B,processing,#FFFFFF,#464b81,image405,10,image45,13,NA,left,left,TRUE,477,NA,NA
1,1,P24,B,processing,#7629ae,#FFFFFF,image422,23,image405,10,NA,right,right,TRUE,487,NA,NA
1,1,P24,B,processing,#FFFFFF,#9f1416,image405,10,image309,13.6,NA,left,left,TRUE,487,NA,NA
1,1,P24,B,processing,#8bbb2a,#FFFFFF,image169,999,image405,10,NA,right,right,TRUE,556,NA,NA
1,1,P24,B,processing,#189179,#FFFFFF,image182,800,image405,10,NA,right,right,TRUE,1064,NA,NA
1,1,P25,B,processing,#FFFFFF,#38636b,image405,10,image73,1.6,NA,left,left,TRUE,473,NA,NA
1,1,P25,B,processing,#FFFFFF,#55cd18,image405,10,image324,1.4,NA,left,left,TRUE,512,NA,NA
1,1,P25,B,processing,#FFFFFF,#7d3ebb,image405,10,image192,20,NA,left,left,TRUE,494,NA,NA
1,1,P25,B,processing,#cd2718,#FFFFFF,image326,1.9,image405,10,NA,right,right,TRUE,504,NA,NA
1,1,1,B,memory-resp,#FFFFFF,#2bb679,image405,10,image399,9,NA,left,left,TRUE,703,image399,image405
1,1,1,B,memory-resp,#FFFFFF,#534baf,image405,10,image98,15,NA,left,left,TRUE,740,image98,image405
1,1,1,B,memory-resp,#8d1149,#FFFFFF,image9,36,image405,10,NA,right,right,TRUE,658,image9,image405
1,1,1,B,memory-resp,#FFFFFF,#7d8316,image405,10,image257,170,NA,left,left,TRUE,1146,image257,image405
1,1,1,B,retrieval,NA,NA,NA,NA,NA,NA,image257,NA,image257,TRUE,882,image257,image405
1,1,1,B,retrieval,NA,NA,NA,NA,NA,NA,image98,NA,image9,FALSE,5286,image98,image405
1,1,1,B,retrieval,NA,NA,NA,NA,NA,NA,image9,NA,image399,FALSE,8025,image9,image405
1,1,1,B,retrieval,NA,NA,NA,NA,NA,NA,image399,NA,image98,FALSE,1184,image399,image405
1,1,2,B,memory-resp,#FFFFFF,#387544,image405,10,image56,80,NA,left,left,TRUE,628,image56,image405
1,1,2,B,memory-resp,#FFFFFF,#c29929,image405,10,image190,150,NA,left,left,TRUE,1591,image190,image405
1,1,2,B,memory-resp,#FFFFFF,#485999,image405,10,image280,20,NA,left,left,TRUE,1703,image280,image405
1,1,2,B,memory-resp,#7e2060,#FFFFFF,image413,153,image405,10,NA,right,right,TRUE,1017,image413,image405
1,1,2,B,retrieval,NA,NA,NA,NA,NA,NA,image56,NA,image56,TRUE,2580,image56,image405
1,1,2,B,retrieval,NA,NA,NA,NA,NA,NA,image280,NA,image280,TRUE,1344,image280,image405
1,1,2,B,retrieval,NA,NA,NA,NA,NA,NA,image413,NA,image413,TRUE,1504,image413,image405
1,1,2,B,retrieval,NA,NA,NA,NA,NA,NA,image190,NA,image190,TRUE,3170,image190,image405
1,1,3,B,memory-resp,#3d856d,#FFFFFF,image59,0.8,image405,10,NA,right,right,TRUE,972,image59,image405
1,1,3,B,memory-resp,#cfcf26,#FFFFFF,image259,30,image405,10,NA,right,right,TRUE,1077,image259,image405
1,1,3,B,memory-resp,#FFFFFF,#44377b,image405,10,image394,10,NA,left,left,TRUE,884,image394,image405
1,1,3,B,memory-resp,#7c4156,#FFFFFF,image256,10.2,image405,10,NA,right,right,TRUE,1093,image256,image405
1,1,3,B,retrieval,NA,NA,NA,NA,NA,NA,image59,NA,image59,TRUE,1828,image59,image405
1,1,3,B,retrieval,NA,NA,NA,NA,NA,NA,image394,NA,image259,FALSE,2571,image394,image405
1,1,3,B,retrieval,NA,NA,NA,NA,NA,NA,image256,NA,image394,FALSE,6709,image256,image405
1,1,3,B,retrieval,NA,NA,NA,NA,NA,NA,image259,NA,image256,FALSE,3387,image259,image405
1,1,4,B,memory-resp,#1a9e91,#FFFFFF,image132,15,image405,10,NA,right,right,TRUE,1087,image132,image405
1,1,4,B,memory-resp,#718613,#FFFFFF,image416,400,image405,10,NA,right,NULL,FALSE,NA,image416,image405
1,1,4,B,memory-resp,#FFFFFF,#a30f4d,image405,10,image403,12,NA,left,left,TRUE,673,image403,image405
1,1,4,B,memory-resp,#FFFFFF,#3e0dc5,image405,10,image394,10,NA,left,left,TRUE,622,image394,image405
1,1,4,B,retrieval,NA,NA,NA,NA,NA,NA,image394,NA,image394,TRUE,1150,image394,image405
1,1,4,B,retrieval,NA,NA,NA,NA,NA,NA,image416,NA,image416,TRUE,4845,image416,image405
1,1,4,B,retrieval,NA,NA,NA,NA,NA,NA,image132,NA,image132,TRUE,1376,image132,image405
1,1,4,B,retrieval,NA,NA,NA,NA,NA,NA,image403,NA,image403,TRUE,2561,image403,image405
1,1,5,B,memory-resp,#dd1399,#FFFFFF,image64,960,image405,10,NA,right,right,TRUE,904,image64,image405
1,1,5,B,memory-resp,#26c04c,#FFFFFF,image392,160,image405,10,NA,right,right,TRUE,727,image392,image405
1,1,5,B,memory-resp,#413b97,#FFFFFF,image222,200,image405,10,NA,right,right,TRUE,718,image222,image405
1,1,5,B,memory-resp,#ada41f,#FFFFFF,image290,8.5,image405,10,NA,right,right,TRUE,698,image290,image405
1,1,5,B,retrieval,NA,NA,NA,NA,NA,NA,image222,NA,image222,TRUE,1553,image222,image405
1,1,5,B,retrieval,NA,NA,NA,NA,NA,NA,image290,NA,image290,TRUE,864,image290,image405
1,1,5,B,retrieval,NA,NA,NA,NA,NA,NA,image64,NA,image49,FALSE,2971,image64,image405
1,1,5,B,retrieval,NA,NA,NA,NA,NA,NA,image392,NA,image392,TRUE,2305,image392,image405
1,1,6,B,memory-resp,#1a3293,#FFFFFF,image134,7,image405,10,NA,right,right,TRUE,496,image134,image405
1,1,6,B,memory-resp,#FFFFFF,#6d542c,image405,10,image225,22,NA,left,left,TRUE,723,image225,image405
1,1,6,B,memory-resp,#c11fa6,#FFFFFF,image364,4.2,image405,10,NA,right,right,TRUE,1528,image364,image405
1,1,6,B,memory-resp,#FFFFFF,#439d4c,image405,10,image147,3,NA,left,left,TRUE,1418,image147,image405
1,1,6,B,retrieval,NA,NA,NA,NA,NA,NA,image225,NA,image225,TRUE,5870,image225,image405
1,1,6,B,retrieval,NA,NA,NA,NA,NA,NA,image364,NA,image364,TRUE,3145,image364,image405
1,1,6,B,retrieval,NA,NA,NA,NA,NA,NA,image147,NA,image384,FALSE,6054,image147,image405
1,1,6,B,retrieval,NA,NA,NA,NA,NA,NA,image134,NA,image134,TRUE,671,image134,image405
1,1,7,B,memory-resp,#FFFFFF,#285371,image405,10,image308,0.8,NA,left,left,TRUE,717,image308,image405
1,1,7,B,memory-resp,#FFFFFF,#26dc18,image405,10,image65,450,NA,left,left,TRUE,950,image65,image405
1,1,7,B,memory-resp,#FFFFFF,#8c2da9,image405,10,image320,170,NA,left,left,TRUE,849,image320,image405
1,1,7,B,memory-resp,#984d43,#FFFFFF,image427,40,image405,10,NA,right,right,TRUE,913,image427,image405
1,1,7,B,retrieval,NA,NA,NA,NA,NA,NA,image65,NA,image65,TRUE,1576,image65,image405
1,1,7,B,retrieval,NA,NA,NA,NA,NA,NA,image308,NA,image308,TRUE,1249,image308,image405
1,1,7,B,retrieval,NA,NA,NA,NA,NA,NA,image427,NA,image427,TRUE,2303,image427,image405
1,1,7,B,retrieval,NA,NA,NA,NA,NA,NA,image320,NA,image320,TRUE,3296,image320,image405
1,1,8,B,memory-resp,#FFFFFF,#2d7cb9,image405,10,image264,18.6,NA,left,left,TRUE,819,image264,image405
1,1,8,B,memory-resp,#3b9144,#FFFFFF,image123,4.8,image405,10,NA,right,right,TRUE,584,image123,image405
1,1,8,B,memory-resp,#FFFFFF,#816328,image405,10,image346,950,NA,left,left,TRUE,836,image346,image405
1,1,8,B,memory-resp,#FFFFFF,#954b88,image405,10,image307,28,NA,left,left,TRUE,2970,image307,image405
1,1,8,B,retrieval,NA,NA,NA,NA,NA,NA,image346,NA,image346,TRUE,3572,image346,image405
1,1,8,B,retrieval,NA,NA,NA,NA,NA,NA,image264,NA,image264,TRUE,1711,image264,image405
1,1,8,B,retrieval,NA,NA,NA,NA,NA,NA,image123,NA,image123,TRUE,718,image123,image405
1,1,8,B,retrieval,NA,NA,NA,NA,NA,NA,image307,NA,image307,TRUE,2713,image307,image405
1,1,9,B,memory-resp,#2aa7a3,#FFFFFF,image128,7.7,image405,10,NA,right,right,TRUE,720,image128,image405
1,1,9,B,memory-resp,#FFFFFF,#9cc819,image405,10,image63,800,NA,left,left,TRUE,804,image63,image405
1,1,9,B,memory-resp,#841522,#FFFFFF,image172,8,image405,10,NA,right,right,TRUE,1225,image172,image405
1,1,9,B,memory-resp,#594587,#FFFFFF,image177,15,image405,10,NA,right,right,TRUE,1533,image177,image405
1,1,9,B,retrieval,NA,NA,NA,NA,NA,NA,image128,NA,image128,TRUE,1319,image128,image405
1,1,9,B,retrieval,NA,NA,NA,NA,NA,NA,image63,NA,image63,TRUE,3090,image63,image405
1,1,9,B,retrieval,NA,NA,NA,NA,NA,NA,image177,NA,image177,TRUE,2866,image177,image405
1,1,9,B,retrieval,NA,NA,NA,NA,NA,NA,image172,NA,image172,TRUE,463,image172,image405
1,1,10,B,memory-resp,#80d327,#FFFFFF,image252,12,image405,10,NA,right,right,TRUE,1190,image252,image405
1,1,10,B,memory-resp,#5d3777,#FFFFFF,image297,7.9,image405,10,NA,right,right,TRUE,815,image297,image405
1,1,10,B,memory-resp,#FFFFFF,#199f98,image405,10,image72,3,NA,left,left,TRUE,673,image72,image405
1,1,10,B,memory-resp,#ad3425,#FFFFFF,image290,8.5,image405,10,NA,right,right,TRUE,730,image290,image405
1,1,10,B,retrieval,NA,NA,NA,NA,NA,NA,image297,NA,image297,TRUE,3865,image297,image405
1,1,10,B,retrieval,NA,NA,NA,NA,NA,NA,image290,NA,image290,TRUE,1344,image290,image405
1,1,10,B,retrieval,NA,NA,NA,NA,NA,NA,image72,NA,image72,TRUE,6943,image72,image405
1,1,10,B,retrieval,NA,NA,NA,NA,NA,NA,image252,NA,image252,TRUE,1712,image252,image405
1,1,11,B,memory-resp,#FFFFFF,#25598e,image405,10,image358,16.2,NA,left,left,TRUE,880,image358,image405
1,1,11,B,memory-resp,#FFFFFF,#a2842a,image405,10,image401,12,NA,left,left,TRUE,681,image401,image405
1,1,11,B,memory-resp,#FFFFFF,#b036ae,image405,10,image215,153,NA,left,left,TRUE,1194,image215,image405
1,1,11,B,memory-resp,#FFFFFF,#2fbc3b,image405,10,image145,10,NA,left,left,TRUE,1097,image145,image405
1,1,11,B,retrieval,NA,NA,NA,NA,NA,NA,image358,NA,image358,TRUE,4686,image358,image405
1,1,11,B,retrieval,NA,NA,NA,NA,NA,NA,image145,NA,image145,TRUE,1824,image145,image405
1,1,11,B,retrieval,NA,NA,NA,NA,NA,NA,image215,NA,image215,TRUE,829,image215,image405
1,1,11,B,retrieval,NA,NA,NA,NA,NA,NA,image401,NA,image401,TRUE,5014,image401,image405
1,1,12,B,memory-resp,#FFFFFF,#7f4280,image405,10,image57,2.5,NA,left,left,TRUE,1038,image57,image405
1,1,12,B,memory-resp,#366b2e,#FFFFFF,image28,10,image405,10,NA,right,right,TRUE,795,image28,image405
1,1,12,B,memory-resp,#af7723,#FFFFFF,image263,5.4,image405,10,NA,right,right,TRUE,1173,image263,image405
1,1,12,B,memory-resp,#FFFFFF,#1759b0,image405,10,image356,5.5,NA,left,left,TRUE,1037,image356,image405
1,1,12,B,retrieval,NA,NA,NA,NA,NA,NA,image28,NA,image57,FALSE,3027,image28,image405
1,1,12,B,retrieval,NA,NA,NA,NA,NA,NA,image263,NA,image263,TRUE,5750,image263,image405
1,1,12,B,retrieval,NA,NA,NA,NA,NA,NA,image57,NA,image356,FALSE,1216,image57,image405
1,1,12,B,retrieval,NA,NA,NA,NA,NA,NA,image356,NA,image28,FALSE,873,image356,image405
1,1,13,B,memory-resp,#FFFFFF,#61a20b,image405,10,image1,7,NA,left,left,TRUE,505,image1,image405
1,1,13,B,memory-resp,#aa4b4c,#FFFFFF,image419,150,image405,10,NA,right,right,TRUE,1146,image419,image405
1,1,13,B,memory-resp,#7a25d4,#FFFFFF,image218,13.5,image405,10,NA,right,right,TRUE,1068,image218,image405
1,1,13,B,memory-resp,#14a98b,#FFFFFF,image211,21.3,image405,10,NA,right,right,TRUE,1343,image211,image405
1,1,13,B,retrieval,NA,NA,NA,NA,NA,NA,image419,NA,image419,TRUE,1573,image419,image405
1,1,13,B,retrieval,NA,NA,NA,NA,NA,NA,image218,NA,image218,TRUE,1743,image218,image405
1,1,13,B,retrieval,NA,NA,NA,NA,NA,NA,image1,NA,image1,TRUE,1891,image1,image405
1,1,13,B,retrieval,NA,NA,NA,NA,NA,NA,image211,NA,image211,TRUE,1503,image211,image405
1,1,14,B,memory-resp,#FFFFFF,#aa1d66,image405,10,image253,50,NA,left,left,TRUE,1066,image253,image405
1,1,14,B,memory-resp,#FFFFFF,#3c30c0,image405,10,image255,4.5,NA,left,left,TRUE,1668,image255,image405
1,1,14,B,memory-resp,#2a7a46,#FFFFFF,image375,8,image405,10,NA,right,right,TRUE,1184,image375,image405
1,1,14,B,memory-resp,#857a32,#FFFFFF,image259,30,image405,10,NA,right,right,TRUE,1047,image259,image405
1,1,14,B,retrieval,NA,NA,NA,NA,NA,NA,image259,NA,image259,TRUE,1648,image259,image405
1,1,14,B,retrieval,NA,NA,NA,NA,NA,NA,image253,NA,image253,TRUE,3394,image253,image405
1,1,14,B,retrieval,NA,NA,NA,NA,NA,NA,image375,NA,image375,TRUE,4002,image375,image405
1,1,14,B,retrieval,NA,NA,NA,NA,NA,NA,image255,NA,image255,TRUE,2825,image255,image405
1,1,15,B,memory-resp,#2cc997,#FFFFFF,image14,1,image405,10,NA,right,right,TRUE,1040,image14,image405
1,1,15,B,memory-resp,#992e4e,#FFFFFF,image251,10,image405,10,NA,right,right,TRUE,761,image251,image405
1,1,15,B,memory-resp,#bccb15,#FFFFFF,image206,14,image405,10,NA,right,right,TRUE,978,image206,image405
1,1,15,B,memory-resp,#FFFFFF,#40237b,image405,10,image398,150,NA,left,left,TRUE,987,image398,image405
1,1,15,B,retrieval,NA,NA,NA,NA,NA,NA,image398,NA,image398,TRUE,1428,image398,image405
1,1,15,B,retrieval,NA,NA,NA,NA,NA,NA,image251,NA,image251,TRUE,3986,image251,image405
1,1,15,B,retrieval,NA,NA,NA,NA,NA,NA,image206,NA,image206,TRUE,1543,image206,image405
1,1,15,B,retrieval,NA,NA,NA,NA,NA,NA,image14,NA,image14,TRUE,1625,image14,image405
1,2,P1,D,processing,#FFFFFF,#a12b60,image216,500,image79,170,NA,left,right,FALSE,1158,NA,NA
1,2,P1,D,processing,#ab9a26,#FFFFFF,image165,6.6,image431,14.8,NA,right,right,TRUE,1250,NA,NA
1,2,P1,D,processing,#404991,#FFFFFF,image111,8,image321,40,NA,right,right,TRUE,1070,NA,NA
1,2,P1,D,processing,#13c35f,#FFFFFF,image194,240,image371,7.1,NA,left,left,TRUE,1299,NA,NA
1,2,P2,D,processing,#656334,#FFFFFF,image419,150,image169,999,NA,right,right,TRUE,990,NA,NA
1,2,P2,D,processing,#FFFFFF,#594488,image309,13.6,image138,2,NA,left,left,TRUE,1416,NA,NA
1,2,P2,D,processing,#FFFFFF,#17824d,image144,60,image331,1.7,NA,left,left,TRUE,1250,NA,NA
1,2,P2,D,processing,#FFFFFF,#993861,image395,8.2,image355,443.2,NA,right,right,TRUE,1081,NA,NA
1,2,P3,D,processing,#FFFFFF,#b2a238,image230,999,image193,85,NA,left,left,TRUE,1324,NA,NA
1,2,P3,D,processing,#428f4f,#FFFFFF,image300,800,image30,19.4,NA,left,left,TRUE,948,NA,NA
1,2,P3,D,processing,#FFFFFF,#8b1377,image262,7.5,image130,250,NA,right,right,TRUE,1641,NA,NA
1,2,P3,D,processing,#FFFFFF,#363f81,image142,1,image390,36.8,NA,right,right,TRUE,1471,NA,NA
1,2,P4,D,processing,#92497f,#FFFFFF,image273,999,image234,24,NA,left,left,TRUE,964,NA,NA
1,2,P4,D,processing,#FFFFFF,#0ea048,image353,5,image35,999,NA,right,right,TRUE,828,NA,NA
1,2,P4,D,processing,#FFFFFF,#b18e35,image174,999,image390,36.8,NA,left,left,TRUE,992,NA,NA
1,2,P4,D,processing,#FFFFFF,#3850ad,image288,34,image27,6,NA,left,left,TRUE,1534,NA,NA
1,2,P5,D,processing,#9c2b52,#FFFFFF,image61,6,image234,24,NA,right,right,TRUE,907,NA,NA
1,2,P5,D,processing,#8f9744,#FFFFFF,image300,800,image101,180,NA,left,left,TRUE,857,NA,NA
1,2,P5,D,processing,#FFFFFF,#11c097,image21,20,image257,170,NA,right,right,TRUE,1150,NA,NA
1,2,P5,D,processing,#FFFFFF,#3f369b,image321,40,image145,10,NA,left,left,TRUE,803,NA,NA
1,2,P6,D,processing,#FFFFFF,#308d5b,image124,170,image414,55,NA,left,left,TRUE,1107,NA,NA
1,2,P6,D,processing,#2c306d,#FFFFFF,image29,30,image293,60.2,NA,right,right,TRUE,1270,NA,NA
1,2,P6,D,processing,#FFFFFF,#ad1461,image83,140,image338,12,NA,left,left,TRUE,1037,NA,NA
1,2,P6,D,processing,#FFFFFF,#b3a632,image385,48,image6,20,NA,left,left,TRUE,1254,NA,NA
1,2,P7,D,processing,#ac760c,#FFFFFF,image140,2,image142,1,NA,left,left,TRUE,1277,NA,NA
1,2,P7,D,processing,#FFFFFF,#17ab3f,image217,8.5,image120,450,NA,right,right,TRUE,1009,NA,NA
