participant,blockID,trialID,condition,screenID,leftColor,rightColor,leftImage,leftSize,rightImage,rightSize,correctObject,correctResp,response,acc,rt,target,distractor
27,1,P1,C,processing,#4b9e1f,#FFFFFF,image312,20.5,image405,10,NA,left,NULL,FALSE,NA,NA,NA
27,1,P1,C,processing,#FFFFFF,#37bac3,image405,10,image412,10.5,NA,left,right,FALSE,2194.89999999851,NA,NA
27,1,P1,C,processing,#a03613,#FFFFFF,image38,6.5,image405,10,NA,left,right,FALSE,2483.60000000149,NA,NA
27,1,P1,C,processing,#FFFFFF,#9920d9,image405,10,image230,999,NA,right,right,TRUE,2468.300000000745,NA,NA
27,1,P2,C,processing,#549e4c,#FFFFFF,image100,9,image405,10,NA,left,left,TRUE,1770.3999999985099,NA,NA
27,1,P2,C,processing,#FFFFFF,#a22f98,image405,10,image113,210,NA,right,right,TRUE,1974.0999999977648,NA,NA
27,1,P2,C,processing,#FFFFFF,#0b6da2,image405,10,image427,40,NA,right,right,TRUE,1723.300000000745,NA,NA
27,1,P2,C,processing,#FFFFFF,#bd5814,image405,10,image158,150,NA,right,right,TRUE,1480,NA,NA
27,1,P3,C,processing,#FFFFFF,#6810a8,image405,10,image145,10,NA,right,right,TRUE,1523.8999999985099,NA,NA
27,1,P3,C,processing,#FFFFFF,#63c436,image405,10,image301,300,NA,right,right,TRUE,1832.199999999255,NA,NA
27,1,P3,C,processing,#c13a25,#FFFFFF,image211,21.3,image405,10,NA,left,left,TRUE,1637.7999999970198,NA,NA
27,1,P3,C,processing,#4d8c8f,#FFFFFF,image148,30,image405,10,NA,left,left,TRUE,992.1999999992549,NA,NA
27,1,P4,C,processing,#955091,#FFFFFF,image265,9.6,image405,10,NA,left,left,TRUE,1859.5999999977648,NA,NA
27,1,P4,C,processing,#34743f,#FFFFFF,image218,13.5,image405,10,NA,right,left,FALSE,1541.5,NA,NA
27,1,P4,C,processing,#FFFFFF,#b06b21,image405,10,image382,23.2,NA,right,right,TRUE,1501.0999999977648,NA,NA
27,1,P4,C,processing,#FFFFFF,#29508e,image405,10,image379,15,NA,left,right,FALSE,1825.1000000014901,NA,NA
27,1,P5,C,processing,#c34522,#FFFFFF,image93,1.5,image405,10,NA,right,left,FALSE,1717.300000000745,NA,NA
27,1,P5,C,processing,#4fce2c,#FFFFFF,image226,70.2,image405,10,NA,left,left,TRUE,1654.199999999255,NA,NA
27,1,P5,C,processing,#1a5c7f,#FFFFFF,image54,7,image405,10,NA,left,left,TRUE,1513.8999999985099,NA,NA
27,1,P5,C,processing,#7b2999,#FFFFFF,image326,1.9,image405,10,NA,right,right,TRUE,2186.10000000149,NA,NA
27,1,P6,C,processing,#0e838b,#FFFFFF,image317,3,image405,10,NA,right,left,FALSE,1464.5,NA,NA
27,1,P6,C,processing,#5d3088,#FFFFFF,image349,5.8,image405,10,NA,left,left,TRUE,1425.300000000745,NA,NA
27,1,P6,C,processing,#58753e,#FFFFFF,image62,7.5,image405,10,NA,left,left,TRUE,1992.0999999977648,NA,NA
27,1,P6,C,processing,#aa1322,#FFFFFF,image342,100,image405,10,NA,left,left,TRUE,1529.3999999985099,NA,NA
27,1,P7,C,processing,#c030a1,#FFFFFF,image167,17.4,image405,10,NA,right,left,FALSE,1287.5,NA,NA
27,1,P7,C,processing,#caa70c,#FFFFFF,image394,10,image405,10,NA,right,left,FALSE,1459.7999999970198,NA,NA
27,1,P7,C,processing,#465391,#FFFFFF,image297,7.9,image405,10,NA,left,left,TRUE,1289.0999999977648,NA,NA
27,1,P7,C,processing,#1e8a44,#FFFFFF,image375,8,image405,10,NA,left,left,TRUE,1354.699999999255,NA,NA
27,1,P8,C,processing,#82a654,#FFFFFF,image89,35,image405,10,NA,left,left,TRUE,1347.8999999985099,NA,NA
27,1,P8,C,processing,#FFFFFF,#34a8a4,image405,10,image101,180,NA,right,right,TRUE,1433.8999999985099,NA,NA
27,1,P8,C,processing,#3818a0,#FFFFFF,image22,9.1,image405,10,NA,left,left,TRUE,1096.199999999255,NA,NA
27,1,P8,C,processing,#FFFFFF,#c33739,image405,10,image419,150,NA,right,right,TRUE,1124.5,NA,NA
27,1,P9,C,processing,#FFFFFF,#c2e10e,image405,10,image50,8,NA,right,right,TRUE,1050.2999999970198,NA,NA
27,1,P9,C,processing,#26c087,#FFFFFF,image236,11,image405,10,NA,right,left,FALSE,1765,NA,NA
27,1,P9,C,processing,#130c8d,#FFFFFF,image123,4.8,image405,10,NA,right,left,FALSE,1881.4000000022352,NA,NA
27,1,P9,C,processing,#FFFFFF,#b5406d,image405,10,image373,17.5,NA,left,right,FALSE,1645.8999999985099,NA,NA
27,1,P10,C,processing,#9ba130,#FFFFFF,image112,13,image405,10,NA,right,left,FALSE,1245.699999999255,NA,NA
27,1,P10,C,processing,#FFFFFF,#a92376,image405,10,image173,999,NA,right,right,TRUE,1545.1000000014901,NA,NA
27,1,P10,C,processing,#FFFFFF,#312c9b,image405,10,image293,60.2,NA,right,right,TRUE,1402.4000000022352,NA,NA
27,1,P10,C,processing,#13ae4a,#FFFFFF,image174,999,image405,10,NA,left,left,TRUE,1477.8999999985099,NA,NA
27,1,P11,C,processing,#53a281,#FFFFFF,image136,33,image405,10,NA,left,left,TRUE,1457.1000000014901,NA,NA
27,1,P11,C,processing,#b52c70,#FFFFFF,image389,4.8,image405,10,NA,right,right,TRUE,2132.900000002235,NA,NA
27,1,P11,C,processing,#0f1899,#FFFFFF,image344,4,image405,10,NA,right,left,FALSE,1451.800000000745,NA,NA
27,1,P11,C,processing,#FFFFFF,#a4bc1a,image405,10,image58,12,NA,left,left,TRUE,1618,NA,NA
27,1,P12,C,processing,#FFFFFF,#257456,image405,10,image138,2,NA,left,right,FALSE,1444.3999999985099,NA,NA
27,1,P12,C,processing,#818e3e,#FFFFFF,image193,85,image405,10,NA,left,left,TRUE,983,NA,NA
27,1,P12,C,processing,#FFFFFF,#943356,image405,10,image313,10,NA,right,right,TRUE,1203.9000000022352,NA,NA
27,1,P12,C,processing,#FFFFFF,#3310e5,image405,10,image115,9.4,NA,right,right,TRUE,1495.9000000022352,NA,NA
27,1,P13,C,processing,#b52c63,#FFFFFF,image42,100,image405,10,NA,left,left,TRUE,1368,NA,NA
27,1,P13,C,processing,#FFFFFF,#318160,image405,10,image308,0.8,NA,left,right,FALSE,1365.300000000745,NA,NA
27,1,P13,C,processing,#FFFFFF,#180fd2,image405,10,image290,8.5,NA,right,right,TRUE,1359.4000000022352,NA,NA
27,1,P13,C,processing,#FFFFFF,#9aa550,image405,10,image189,400,NA,right,right,TRUE,1953.300000000745,NA,NA
27,1,P14,C,processing,#FFFFFF,#2d8712,image405,10,image325,12.6,NA,left,right,FALSE,1213.5999999977648,NA,NA
27,1,P14,C,processing,#27748b,#FFFFFF,image91,230,image405,10,NA,left,left,TRUE,1227.3999999985099,NA,NA
27,1,P14,C,processing,#FFFFFF,#a44323,image405,10,image207,24,NA,right,right,TRUE,1167.800000000745,NA,NA
27,1,P14,C,processing,#FFFFFF,#961edc,image405,10,image361,26.5,NA,right,right,TRUE,1918.5,NA,NA
27,1,P15,C,processing,#367c42,#FFFFFF,image30,19.4,image405,10,NA,right,left,FALSE,1845.300000000745,NA,NA
27,1,P15,C,processing,#FFFFFF,#ad742e,image405,10,image328,40,NA,right,right,TRUE,1211.1000000014901,NA,NA
27,1,P15,C,processing,#FFFFFF,#bc20a7,image405,10,image81,2.7,NA,left,right,FALSE,1202.9000000022352,NA,NA
27,1,P15,C,processing,#FFFFFF,#394b6a,image405,10,image140,2,NA,left,right,FALSE,1607.199999999255,NA,NA
27,1,P16,C,processing,#FFFFFF,#6113cd,image405,10,image347,999,NA,right,right,TRUE,1031.3999999985099,NA,NA
27,1,P16,C,processing,#FFFFFF,#37a9a2,image405,10,image390,36.8,NA,right,right,TRUE,1072.300000000745,NA,NA
27,1,P16,C,processing,#5e8542,#FFFFFF,image320,170,image405,10,NA,left,left,TRUE,1383.800000000745,NA,NA
27,1,P16,C,processing,#b63735,#FFFFFF,image20,4.5,image405,10,NA,right,right,TRUE,2646.300000000745,NA,NA
27,1,P17,C,processing,#FFFFFF,#42861d,image405,10,image215,153,NA,right,right,TRUE,1285.0999999977648,NA,NA
27,1,P17,C,processing,#99280f,#FFFFFF,image78,999,image405,10,NA,left,right,FALSE,2053.2999999970198,NA,NA
27,1,P17,C,processing,#FFFFFF,#438ea3,image405,10,image272,35,NA,right,right,TRUE,1590.8999999985099,NA,NA
27,1,P17,C,processing,#FFFFFF,#6d258e,image405,10,image243,27.1,NA,right,right,TRUE,1155.8999999985099,NA,NA
27,1,P18,C,processing,#b113b4,#FFFFFF,image130,250,image405,10,NA,left,left,TRUE,1175.0999999977648,NA,NA
27,1,P18,C,processing,#3e773c,#FFFFFF,image160,0.7,image405,10,NA,right,left,FALSE,941.5,NA,NA
27,1,P18,C,processing,#6a4234,#FFFFFF,image399,9,image405,10,NA,left,left,TRUE,1187.7999999970198,NA,NA
27,1,P18,C,processing,#2c659b,#FFFFFF,image111,8,image405,10,NA,left,left,TRUE,2504.10000000149,NA,NA
27,1,P19,C,processing,#FFFFFF,#3b468c,image405,10,image321,40,NA,right,right,TRUE,1324.5,NA,NA
27,1,P19,C,processing,#d11553,#FFFFFF,image400,42,image405,10,NA,left,left,TRUE,1112.199999999255,NA,NA
27,1,P19,C,processing,#9fae3d,#FFFFFF,image38,6.5,image405,10,NA,left,left,TRUE,1973.5999999977648,NA,NA
27,1,P19,C,processing,#FFFFFF,#1f7f5c,image405,10,image28,10,NA,right,left,FALSE,2271,NA,NA
27,1,P20,C,processing,#FFFFFF,#9c663a,image405,10,image143,72,NA,right,right,TRUE,1157.2999999970198,NA,NA
27,1,P20,C,processing,#FFFFFF,#3bab3b,image405,10,image321,40,NA,right,right,TRUE,851.6000000014901,NA,NA
27,1,P20,C,processing,#FFFFFF,#c610bd,image405,10,image34,210,NA,right,left,FALSE,2391.199999999255,NA,NA
27,1,P20,C,processing,#FFFFFF,#1e4b7b,image405,10,image245,10.5,NA,left,right,FALSE,2235.400000002235,NA,NA
27,1,P21,C,processing,#FFFFFF,#a25398,image405,10,image157,95,NA,right,right,TRUE,1393.699999999255,NA,NA
27,1,P21,C,processing,#9f6314,#FFFFFF,image298,12.4,image405,10,NA,right,left,FALSE,1303.8999999985099,NA,NA
27,1,P21,C,processing,#1d34b4,#FFFFFF,image260,999,image405,10,NA,left,left,TRUE,1117.5,NA,NA
27,1,P21,C,processing,#2e7a37,#FFFFFF,image150,17.7,image405,10,NA,right,left,FALSE,821.1999999992549,NA,NA
27,1,P22,C,processing,#FFFFFF,#c81ea0,image405,10,image119,0.4,NA,left,right,FALSE,2437.89999999851,NA,NA
27,1,P22,C,processing,#124991,#FFFFFF,image305,0.2,image405,10,NA,right,right,TRUE,1814.6000000014901,NA,NA
27,1,P22,C,processing,#FFFFFF,#ca8816,image405,10,image320,170,NA,right,right,TRUE,1409.3999999985099,NA,NA
27,1,P22,C,processing,#2a743e,#FFFFFF,image362,24.2,image405,10,NA,left,left,TRUE,1036.1000000014901,NA,NA
27,1,P23,C,processing,#FFFFFF,#3d8f24,image405,10,image171,9.6,NA,right,right,TRUE,1661.300000000745,NA,NA
27,1,P23,C,processing,#FFFFFF,#ad6143,image405,10,image105,7.1,NA,right,right,TRUE,1414.0999999977648,NA,NA
27,1,P23,C,processing,#FFFFFF,#864d99,image405,10,image152,180,NA,right,right,TRUE,841.9000000022352,NA,NA
27,1,P23,C,processing,#FFFFFF,#375868,image405,10,image176,170,NA,right,right,TRUE,880.2000000029802,NA,NA
27,1,P24,C,processing,#290a8f,#FFFFFF,image99,16.5,image405,10,NA,right,left,FALSE,1381.5,NA,NA
27,1,P24,C,processing,#1db988,#FFFFFF,image326,1.9,image405,10,NA,right,right,TRUE,2184.099999997765,NA,NA
27,1,P24,C,processing,#854765,#FFFFFF,image325,12.6,image405,10,NA,right,left,FALSE,1159.5,NA,NA
27,1,P24,C,processing,#8f9c1c,#FFFFFF,image180,14,image405,10,NA,right,left,FALSE,856.6999999992549,NA,NA
27,1,P25,C,processing,#FFFFFF,#4c46aa,image405,10,image19,8,NA,right,right,TRUE,1718.0999999977648,NA,NA
27,1,P25,C,processing,#FFFFFF,#96b734,image405,10,image261,9.5,NA,right,right,TRUE,871.5,NA,NA
27,1,P25,C,processing,#FFFFFF,#2c7260,image405,10,image120,450,NA,right,right,TRUE,1299.7000000029802,NA,NA
27,1,P25,C,processing,#95465e,#FFFFFF,image93,1.5,image405,10,NA,right,left,FALSE,1389.5,NA,NA
27,1,1,C,memory-resp,#5d9b31,#FFFFFF,image22,9.1,image405,10,NA,left,left,TRUE,1626.199999999255,image22,image22
27,1,1,C,memory-resp,#FFFFFF,#532c72,image405,10,image317,3,NA,left,right,FALSE,1110.8999999985099,image317,image405
27,1,1,C,memory-resp,#FFFFFF,#387a94,image405,10,image305,0.2,NA,left,right,FALSE,1691.1000000014901,image305,image405
27,1,1,C,memory-resp,#FFFFFF,#71412d,image405,10,image7,3,NA,left,right,FALSE,1687.4000000022352,image7,image405
27,1,1,C,retrieval,NA,NA,NA,NA,NA,NA,image305,NA,image305,TRUE,3328.800000000745,image305,image22
27,1,1,C,retrieval,NA,NA,NA,NA,NA,NA,image22,NA,image317,FALSE,6962.39999999851,image22,image22
27,1,1,C,retrieval,NA,NA,NA,NA,NA,NA,image317,NA,image22,FALSE,4398,image317,image22
27,1,1,C,retrieval,NA,NA,NA,NA,NA,NA,image7,NA,image7,TRUE,954.5999999977648,image7,image22
27,1,2,C,memory-resp,#4131b4,#FFFFFF,image16,999,image405,10,NA,left,left,TRUE,2688.7000000029802,image16,image16
27,1,2,C,memory-resp,#a6ae0f,#FFFFFF,image64,960,image405,10,NA,left,left,TRUE,2644.10000000149,image64,image64
27,1,2,C,memory-resp,#FFFFFF,#3c7265,image405,10,image96,180,NA,right,right,TRUE,2932.89999999851,image96,image96
27,1,2,C,memory-resp,#b82867,#FFFFFF,image125,5.1,image405,10,NA,left,left,TRUE,1361.199999999255,image125,image125
27,1,2,C,retrieval,NA,NA,NA,NA,NA,NA,image64,NA,image64,TRUE,2916.5,image64,image16
27,1,2,C,retrieval,NA,NA,NA,NA,NA,NA,image125,NA,image125,TRUE,1946.0999999977648,image125,image16
27,1,2,C,retrieval,NA,NA,NA,NA,NA,NA,image16,NA,image16,TRUE,6637.699999999255,image16,image16
27,1,2,C,retrieval,NA,NA,NA,NA,NA,NA,image96,NA,image96,TRUE,4617.800000000745,image96,image16
27,1,3,C,memory-resp,#d95112,#FFFFFF,image134,7,image405,10,NA,left,left,TRUE,1753.3999999985099,image134,image134
27,1,3,C,memory-resp,#6ba34d,#FFFFFF,image197,999,image405,10,NA,left,left,TRUE,2138.39999999851,image197,image197
27,1,3,C,memory-resp,#FFFFFF,#8d319b,image405,10,image38,6.5,NA,right,right,TRUE,1599.5,image38,image38
27,1,3,C,memory-resp,#FFFFFF,#497da7,image405,10,image413,153,NA,right,right,TRUE,1268.1000000014901,image413,image413
27,1,3,C,retrieval,NA,NA,NA,NA,NA,NA,image197,NA,image52,FALSE,2382.199999999255,image197,image134
27,1,3,C,retrieval,NA,NA,NA,NA,NA,NA,image38,NA,image38,TRUE,1974.6000000014901,image38,image134
27,1,3,C,retrieval,NA,NA,NA,NA,NA,NA,image134,NA,image134,TRUE,1678.300000000745,image134,image134
27,1,3,C,retrieval,NA,NA,NA,NA,NA,NA,image413,NA,image413,TRUE,4198.699999999255,image413,image134
27,1,4,C,memory-resp,#ce0d71,#FFFFFF,image189,400,image405,10,NA,left,left,TRUE,1683.5,image189,image189
27,1,4,C,memory-resp,#FFFFFF,#575aa2,image405,10,image234,24,NA,right,right,TRUE,2030.8999999985099,image234,image234
27,1,4,C,memory-resp,#FFFFFF,#2e6b49,image405,10,image313,10,NA,right,right,TRUE,1382.4000000022352,image313,image313
27,1,4,C,memory-resp,#abb92d,#FFFFFF,image187,300,image405,10,NA,left,left,TRUE,1433,image187,image187
27,1,4,C,retrieval,NA,NA,NA,NA,NA,NA,image187,NA,image187,TRUE,2129.800000000745,image187,image189
27,1,4,C,retrieval,NA,NA,NA,NA,NA,NA,image189,NA,image189,TRUE,2269.2000000029802,image189,image189
27,1,4,C,retrieval,NA,NA,NA,NA,NA,NA,image234,NA,image234,TRUE,2706.199999999255,image234,image189
27,1,4,C,retrieval,NA,NA,NA,NA,NA,NA,image313,NA,image313,TRUE,2242.400000002235,image313,image189
27,1,5,C,memory-resp,#FFFFFF,#891568,image405,10,image351,450,NA,right,right,TRUE,2201.199999999255,image351,image351
27,1,5,C,memory-resp,#344ea2,#FFFFFF,image364,4.2,image405,10,NA,right,left,FALSE,2302.400000002235,image364,image405
27,1,5,C,memory-resp,#15b251,#FFFFFF,image355,443.2,image405,10,NA,left,left,TRUE,1646.5,image355,image355
27,1,5,C,memory-resp,#FFFFFF,#cfcf2a,image405,10,image223,170,NA,right,right,TRUE,1355.199999999255,image223,image223
27,1,5,C,retrieval,NA,NA,NA,NA,NA,NA,image364,NA,image355,FALSE,2750.199999999255,image364,image351
27,1,5,C,retrieval,NA,NA,NA,NA,NA,NA,image355,NA,image215,FALSE,5347.800000000745,image355,image351
27,1,5,C,retrieval,NA,NA,NA,NA,NA,NA,image351,NA,image197,FALSE,4073.199999999255,image351,image351
27,1,5,C,retrieval,NA,NA,NA,NA,NA,NA,image223,NA,image215,FALSE,1853.9000000022352,image223,image351
27,1,6,C,memory-resp,#FFFFFF,#2990bc,image405,10,image72,3,NA,left,right,FALSE,1430.6000000014901,image72,image405
27,1,6,C,memory-resp,#9d4d25,#FFFFFF,image257,170,image405,10,NA,left,left,TRUE,1037,image257,image257
27,1,6,C,memory-resp,#507e3e,#FFFFFF,image25,40,image405,10,NA,left,left,TRUE,805.5,image25,image25
27,1,6,C,memory-resp,#FFFFFF,#7e3e84,image405,10,image360,19,NA,left,right,FALSE,1223,image360,image405
27,1,6,C,retrieval,NA,NA,NA,NA,NA,NA,image72,NA,image257,FALSE,6592.199999999255,image72,image405
27,1,6,C,retrieval,NA,NA,NA,NA,NA,NA,image257,NA,image257,TRUE,878.5,image257,image405
27,1,6,C,retrieval,NA,NA,NA,NA,NA,NA,image360,NA,image360,TRUE,6555.300000000745,image360,image405
27,1,6,C,retrieval,NA,NA,NA,NA,NA,NA,image25,NA,image286,FALSE,2184.900000002235,image25,image405
27,1,7,C,memory-resp,#5c3767,#FFFFFF,image208,11,image405,10,NA,right,left,FALSE,1958.1000000014901,image208,image405
27,1,7,C,memory-resp,#FFFFFF,#5bbc20,image405,10,image117,10,NA,right,NULL,FALSE,NA,image117,image117
27,1,7,C,memory-resp,#27bfc4,#FFFFFF,image232,180,image405,10,NA,left,left,TRUE,1284.300000000745,image232,image232
27,1,7,C,memory-resp,#FFFFFF,#a6413f,image405,10,image220,0.5,NA,left,right,FALSE,1224.6000000014901,image220,image405
27,1,7,C,retrieval,NA,NA,NA,NA,NA,NA,image232,NA,image232,TRUE,5352.199999999255,image232,image405
27,1,7,C,retrieval,NA,NA,NA,NA,NA,NA,image208,NA,image208,TRUE,3266.900000002235,image208,image405
27,1,7,C,retrieval,NA,NA,NA,NA,NA,NA,image220,NA,image332,FALSE,1576.300000000745,image220,image405
27,1,7,C,retrieval,NA,NA,NA,NA,NA,NA,image117,NA,image431,FALSE,846,image117,image405
27,1,8,C,memory-resp,#FFFFFF,#2faca2,image405,10,image191,35,NA,right,right,TRUE,1839.199999999255,image191,image191
27,1,8,C,memory-resp,#FFFFFF,#7c2d3b,image405,10,image8,96,NA,right,right,TRUE,1356.800000000745,image8,image8
27,1,8,C,memory-resp,#8dc238,#FFFFFF,image43,18,image405,10,NA,right,left,FALSE,2303.699999999255,image43,image405
27,1,8,C,memory-resp,#6b37b9,#FFFFFF,image361,26.5,image405,10,NA,left,left,TRUE,727.3999999985099,image361,image361
27,1,8,C,retrieval,NA,NA,NA,NA,NA,NA,image191,NA,image361,FALSE,3646.400000002235,image191,image191
27,1,8,C,retrieval,NA,NA,NA,NA,NA,NA,image43,NA,image43,TRUE,8397.60000000149,image43,image191
27,1,8,C,retrieval,NA,NA,NA,NA,NA,NA,image361,NA,image191,FALSE,1749.6000000014901,image361,image191
27,1,8,C,retrieval,NA,NA,NA,NA,NA,NA,image8,NA,image8,TRUE,1042.5,image8,image191
27,1,9,C,memory-resp,#5b833f,#FFFFFF,image347,999,image405,10,NA,left,left,TRUE,1898.3999999985099,image347,image347
27,1,9,C,memory-resp,#ba2d17,#FFFFFF,image143,72,image405,10,NA,left,left,TRUE,1319.0999999977648,image143,image143
27,1,9,C,memory-resp,#FFFFFF,#6437a0,image405,10,image10,10,NA,right,right,TRUE,1310.5,image10,image10
27,1,9,C,memory-resp,#2d626c,#FFFFFF,image115,9.4,image405,10,NA,left,left,TRUE,1140.3999999985099,image115,image115
27,1,9,C,retrieval,NA,NA,NA,NA,NA,NA,image10,NA,image143,FALSE,1728.1000000014901,image10,image347
27,1,9,C,retrieval,NA,NA,NA,NA,NA,NA,image143,NA,image248,FALSE,2818.5,image143,image347
27,1,9,C,retrieval,NA,NA,NA,NA,NA,NA,image115,NA,image347,FALSE,1958.5,image115,image347
27,1,9,C,retrieval,NA,NA,NA,NA,NA,NA,image347,NA,image115,FALSE,1702.0999999977648,image347,image347
27,1,10,C,memory-resp,#323b77,#FFFFFF,image86,4.5,image405,10,NA,right,NULL,FALSE,NA,image86,image405
27,1,10,C,memory-resp,#FFFFFF,#6d6637,image405,10,image369,200,NA,right,right,TRUE,1595.0999999977648,image369,image369
27,1,10,C,memory-resp,#FFFFFF,#1fc15b,image405,10,image10,10,NA,right,right,TRUE,797.3000000007451,image10,image10
27,1,10,C,memory-resp,#cd238f,#FFFFFF,image335,6.3,image405,10,NA,left,left,TRUE,894.8000000007451,image335,image335
27,1,10,C,retrieval,NA,NA,NA,NA,NA,NA,image335,NA,image335,TRUE,1967.1000000014901,image335,image405
27,1,10,C,retrieval,NA,NA,NA,NA,NA,NA,image369,NA,image10,FALSE,3324.699999999255,image369,image405
27,1,10,C,retrieval,NA,NA,NA,NA,NA,NA,image86,NA,image369,FALSE,2451.800000000745,image86,image405
27,1,10,C,retrieval,NA,NA,NA,NA,NA,NA,image10,NA,image369,FALSE,1375.3999999985099,image10,image405
27,1,11,C,memory-resp,#FFFFFF,#268728,image405,10,image401,12,NA,left,right,FALSE,1124.300000000745,image401,image405
27,1,11,C,memory-resp,#2962b3,#FFFFFF,image381,12,image405,10,NA,right,left,FALSE,1211.5,image381,image405
27,1,11,C,memory-resp,#FFFFFF,#82701c,image405,10,image86,4.5,NA,left,right,FALSE,1266.8999999985099,image86,image405
27,1,11,C,memory-resp,#FFFFFF,#be0e92,image405,10,image421,14,NA,left,right,FALSE,1526,image421,image405
27,1,11,C,retrieval,NA,NA,NA,NA,NA,NA,image381,NA,image401,FALSE,3114.5,image381,image405
27,1,11,C,retrieval,NA,NA,NA,NA,NA,NA,image401,NA,image86,FALSE,2095.199999999255,image401,image405
27,1,11,C,retrieval,NA,NA,NA,NA,NA,NA,image421,NA,image381,FALSE,2422.2999999970198,image421,image405
27,1,11,C,retrieval,NA,NA,NA,NA,NA,NA,image86,NA,image421,FALSE,2553.699999999255,image86,image405
27,1,12,C,memory-resp,#FFFFFF,#834dac,image405,10,image397,0.5,NA,left,right,FALSE,1978.0999999977648,image397,image405
27,1,12,C,memory-resp,#189078,#FFFFFF,image209,5.5,image405,10,NA,left,left,TRUE,1211.3999999985099,image209,image209
27,1,12,C,memory-resp,#FFFFFF,#6e3430,image405,10,image10,10,NA,right,right,TRUE,1461.300000000745,image10,image10
27,1,12,C,memory-resp,#63782b,#FFFFFF,image186,999,image405,10,NA,left,left,TRUE,1810.699999999255,image186,image186
27,1,12,C,retrieval,NA,NA,NA,NA,NA,NA,image209,NA,image397,FALSE,1647,image209,image405
27,1,12,C,retrieval,NA,NA,NA,NA,NA,NA,image10,NA,image10,TRUE,2104.89999999851,image10,image405
27,1,12,C,retrieval,NA,NA,NA,NA,NA,NA,image186,NA,image209,FALSE,1655.300000000745,image186,image405
27,1,12,C,retrieval,NA,NA,NA,NA,NA,NA,image397,NA,image186,FALSE,1673.6000000014901,image397,image405
27,1,13,C,memory-resp,#FFFFFF,#277e91,image405,10,image384,100,NA,right,right,TRUE,1674.5999999977648,image384,image384
27,1,13,C,memory-resp,#FFFFFF,#97411c,image405,10,image243,27.1,NA,right,right,TRUE,1025.5,image243,image243
27,1,13,C,memory-resp,#FFFFFF,#7c4889,image405,10,image86,4.5,NA,left,right,FALSE,755.8999999985099,image86,image405
27,1,13,C,memory-resp,#4b7d1c,#FFFFFF,image68,120,image405,10,NA,left,left,TRUE,1290,image68,image68
27,1,13,C,retrieval,NA,NA,NA,NA,NA,NA,image243,NA,image86,FALSE,2074.699999999255,image243,image384
27,1,13,C,retrieval,NA,NA,NA,NA,NA,NA,image86,NA,image68,FALSE,5279,image86,image384
27,1,13,C,retrieval,NA,NA,NA,NA,NA,NA,image68,NA,image68,TRUE,2910,image68,image384
27,1,13,C,retrieval,NA,NA,NA,NA,NA,NA,image384,NA,image384,TRUE,1983,image384,image384
27,1,14,C,memory-resp,#1d1ad5,#FFFFFF,image428,9,image405,10,NA,left,left,TRUE,2535.300000000745,image428,image428
27,1,14,C,memory-resp,#861842,#FFFFFF,image169,999,image405,10,NA,left,left,TRUE,1426.4000000022352,image169,image169
27,1,14,C,memory-resp,#2d7c4f,#FFFFFF,image161,8.7,image405,10,NA,left,left,TRUE,1552.5,image161,image161
27,1,14,C,memory-resp,#FFFFFF,#868e15,image405,10,image107,200,NA,right,right,TRUE,1675.199999999255,image107,image107
27,1,14,C,retrieval,NA,NA,NA,NA,NA,NA,image107,NA,image107,TRUE,1465.1000000014901,image107,image428
27,1,14,C,retrieval,NA,NA,NA,NA,NA,NA,image161,NA,image169,FALSE,8003.5,image161,image428
27,1,14,C,retrieval,NA,NA,NA,NA,NA,NA,image428,NA,image428,TRUE,1908.300000000745,image428,image428
27,1,14,C,retrieval,NA,NA,NA,NA,NA,NA,image169,NA,image161,FALSE,2929.699999999255,image169,image428
27,1,15,C,memory-resp,#188ed8,#FFFFFF,image56,80,image405,10,NA,left,left,TRUE,2565.5,image56,image56
27,1,15,C,memory-resp,#FFFFFF,#cf982a,image405,10,image412,10.5,NA,left,right,FALSE,933.8000000007451,image412,image405
27,1,15,C,memory-resp,#FFFFFF,#a443a8,image405,10,image392,160,NA,right,right,TRUE,1089.300000000745,image392,image392
27,1,15,C,memory-resp,#38e515,#FFFFFF,image185,10.1,image405,10,NA,right,left,FALSE,1756.699999999255,image185,image405
27,1,15,C,retrieval,NA,NA,NA,NA,NA,NA,image185,NA,image185,TRUE,1558.300000000745,image185,image56
27,1,15,C,retrieval,NA,NA,NA,NA,NA,NA,image56,NA,image412,FALSE,4706,image56,image56
27,1,15,C,retrieval,NA,NA,NA,NA,NA,NA,image412,NA,image56,FALSE,4240.10000000149,image412,image56
27,1,15,C,retrieval,NA,NA,NA,NA,NA,NA,image392,NA,image329,FALSE,3468.599999997765,image392,image56
27,2,P1,B,processing,#207e97,#FFFFFF,image202,2.9,image405,10,NA,right,right,TRUE,775.3999999985099,NA,NA
27,2,P1,B,processing,#FFFFFF,#984c9e,image405,10,image140,2,NA,left,left,TRUE,774.2999999970198,NA,NA
27,2,P1,B,processing,#FFFFFF,#3f7f39,image405,10,image207,24,NA,left,left,TRUE,640.1999999992549,NA,NA
27,2,P1,B,processing,#FFFFFF,#7d4131,image405,10,image415,20,NA,left,left,TRUE,583.5,NA,NA
27,2,P2,B,processing,#FFFFFF,#1db98d,image405,10,image10,10,NA,left,left,TRUE,712.8000000007451,NA,NA
